id,quantity,creator_id,created_at,updated_at,deleted_at,manufacture_product_id,manufacture_dept_id,task_id,order_id
1283,66.000000,400,2022-12-12 07:36:11+00:00,2022-12-12 07:36:11+00:00,,2164,3,637,2292
1284,161.000000,400,2022-12-12 07:36:11+00:00,2022-12-12 07:36:11+00:00,,2165,3,637,2292
1285,400.000000,400,2022-12-12 07:37:08+00:00,2022-12-12 07:37:08+00:00,,2202,3,649,2295
1286,642.000000,400,2022-12-12 07:37:08+00:00,2022-12-12 07:37:08+00:00,,2203,3,649,2295
1287,99.000000,400,2022-12-12 07:38:16+00:00,2022-12-12 07:38:16+00:00,,1014,3,319,2242
1288,241.000000,400,2022-12-12 07:38:16+00:00,2022-12-12 07:38:16+00:00,,1015,3,319,2242
1289,315.000000,400,2022-12-12 07:47:42+00:00,2022-12-12 07:47:42+00:00,,2601,3,756,2503
1290,269.000000,400,2022-12-12 07:47:42+00:00,2022-12-12 07:47:42+00:00,,2602,3,756,2503
1291,289.000000,400,2022-12-12 07:47:43+00:00,2022-12-12 07:47:43+00:00,,2603,3,756,2503
1292,161.000000,400,2022-12-12 07:47:43+00:00,2022-12-12 07:47:43+00:00,,2605,3,756,2503
1293,106.000000,400,2022-12-12 07:48:47+00:00,2022-12-12 07:48:47+00:00,,2543,3,737,2460
1294,104.000000,400,2022-12-12 07:48:47+00:00,2022-12-12 07:48:47+00:00,,2544,3,737,2460
1295,67.000000,400,2022-12-12 07:48:47+00:00,2022-12-12 07:48:47+00:00,,2546,3,737,2460
1299,101.000000,400,2022-12-12 07:53:27+00:00,2022-12-12 07:53:27+00:00,,2549,3,738,2460
1300,239.000000,400,2022-12-12 07:58:14+00:00,2022-12-12 07:58:14+00:00,,1033,3,324,2244
1303,1052.000000,400,2022-12-12 08:05:03+00:00,2022-12-12 08:05:03+00:00,,1870,3,554,1382
1304,217.000000,400,2022-12-12 08:14:31+00:00,2022-12-12 08:14:31+00:00,,1034,3,325,2244
1305,229.000000,400,2022-12-12 08:14:31+00:00,2022-12-12 08:14:31+00:00,,1035,3,325,2244
1306,230.000000,400,2022-12-12 08:14:31+00:00,2022-12-12 08:14:31+00:00,,1036,3,325,2244
1307,156.000000,400,2022-12-12 09:58:15+00:00,2022-12-12 09:58:15+00:00,,1021,3,321,2242
1308,162.000000,400,2022-12-12 09:58:15+00:00,2022-12-12 09:58:15+00:00,,1022,3,321,2242
1309,159.000000,400,2022-12-12 09:58:15+00:00,2022-12-12 09:58:15+00:00,,1023,3,321,2242
1310,159.000000,400,2022-12-12 09:58:15+00:00,2022-12-12 09:58:15+00:00,,1024,3,321,2242
1311,67.000000,400,2022-12-13 07:34:55+00:00,2022-12-13 07:34:55+00:00,,2311,3,675,2454
1312,150.000000,400,2022-12-13 07:34:55+00:00,2022-12-13 07:34:55+00:00,,2312,3,675,2454
1313,101.000000,400,2022-12-13 07:35:08+00:00,2022-12-13 07:35:08+00:00,,2315,3,676,2454
1321,249.000000,400,2022-12-13 08:16:01+00:00,2022-12-13 08:16:01+00:00,,1539,3,459,2278
1322,228.000000,400,2022-12-13 08:16:01+00:00,2022-12-13 08:16:01+00:00,,1540,3,459,2278
1323,225.000000,400,2022-12-13 08:16:01+00:00,2022-12-13 08:16:01+00:00,,1541,3,459,2278
1324,70.000000,400,2022-12-13 08:19:49+00:00,2022-12-13 08:19:49+00:00,,2092,3,613,2285
1325,170.000000,400,2022-12-13 08:19:49+00:00,2022-12-13 08:19:49+00:00,,2093,3,613,2285
1326,106.000000,400,2022-12-13 08:20:01+00:00,2022-12-13 08:20:01+00:00,,2096,3,614,2285
1327,112.000000,400,2022-12-13 08:20:01+00:00,2022-12-13 08:21:11+00:00,,2097,3,614,2285
1328,109.000000,400,2022-12-13 08:20:30+00:00,2022-12-13 08:20:30+00:00,,2098,3,615,2285
1329,109.000000,400,2022-12-13 08:20:30+00:00,2022-12-13 08:20:30+00:00,,2099,3,615,2285
1330,1053.000000,400,2022-12-13 08:30:59+00:00,2022-12-13 08:30:59+00:00,,1116,3,351,1381
1331,1053.000000,400,2022-12-13 08:30:59+00:00,2022-12-13 08:30:59+00:00,,1117,3,351,1381
1332,6001.000000,400,2022-12-13 08:35:04+00:00,2023-02-02 08:45:43+00:00,,1141,3,361,2168
1333,6278.000000,400,2022-12-13 08:35:05+00:00,2023-02-02 08:45:44+00:00,,1142,3,361,2168
1334,6000.000000,400,2022-12-13 08:35:19+00:00,2022-12-13 08:35:19+00:00,,1143,3,362,2168
1335,6000.000000,400,2022-12-13 08:35:19+00:00,2022-12-13 08:35:19+00:00,,1144,3,362,2168
1336,3600.000000,400,2022-12-13 08:35:49+00:00,2022-12-13 08:35:49+00:00,,1138,3,360,2168
1337,8100.000000,400,2022-12-13 08:35:50+00:00,2022-12-13 08:35:50+00:00,,1139,3,360,2168
1338,517.000000,400,2022-12-13 08:37:46+00:00,2022-12-13 08:37:46+00:00,,1357,3,421,1345
1339,620.000000,400,2022-12-13 08:37:46+00:00,2022-12-13 08:37:46+00:00,,1359,3,421,1345
1340,1944.000000,400,2022-12-13 08:37:46+00:00,2022-12-13 08:37:46+00:00,,1360,3,421,1345
1341,160.000000,400,2022-12-13 09:54:23+00:00,2022-12-13 09:54:23+00:00,,2111,3,621,2281
1342,180.000000,400,2022-12-13 09:54:23+00:00,2022-12-13 09:54:23+00:00,,2112,3,621,2281
1343,157.000000,400,2022-12-13 09:54:23+00:00,2022-12-13 09:54:23+00:00,,2116,3,621,2281
1344,104.000000,400,2022-12-13 09:54:23+00:00,2022-12-13 09:54:23+00:00,,2117,3,621,2281
1345,57.000000,400,2022-12-13 09:56:46+00:00,2022-12-13 09:56:46+00:00,,2434,3,703,2455
1346,55.000000,400,2022-12-13 09:56:46+00:00,2022-12-13 09:56:46+00:00,,2435,3,703,2455
1347,96.000000,400,2022-12-13 09:56:46+00:00,2022-12-13 09:56:46+00:00,,2436,3,703,2455
1348,50.000000,400,2022-12-13 09:56:46+00:00,2022-12-13 09:56:46+00:00,,2438,3,703,2455
1349,33.000000,400,2022-12-13 09:56:46+00:00,2022-12-13 09:56:46+00:00,,2439,3,703,2455
1350,120.000000,400,2022-12-13 09:57:54+00:00,2022-12-13 09:57:54+00:00,,2533,3,733,2459
1351,163.000000,400,2022-12-13 09:57:54+00:00,2022-12-13 09:57:54+00:00,,2535,3,733,2459
1352,101.000000,400,2022-12-13 09:57:55+00:00,2022-12-13 09:57:55+00:00,,2536,3,733,2459
1353,67.000000,400,2022-12-13 09:57:55+00:00,2022-12-13 09:57:55+00:00,,2537,3,733,2459
1354,114.000000,400,2022-12-13 10:01:37+00:00,2022-12-13 10:01:37+00:00,,2342,3,687,2411
1355,144.000000,400,2022-12-13 10:01:37+00:00,2022-12-13 10:01:37+00:00,,2343,3,687,2411
1356,110.000000,400,2022-12-13 10:01:37+00:00,2022-12-13 10:01:37+00:00,,2344,3,687,2411
1357,140.000000,400,2022-12-13 10:01:37+00:00,2022-12-13 10:01:37+00:00,,2347,3,687,2411
1358,67.000000,400,2022-12-13 10:01:37+00:00,2022-12-13 10:01:37+00:00,,2348,3,687,2411
1359,127.000000,400,2022-12-13 10:03:40+00:00,2022-12-13 10:03:40+00:00,,2823,3,821,2544
1360,120.000000,400,2022-12-13 10:03:40+00:00,2022-12-13 10:03:40+00:00,,2824,3,821,2544
1361,130.000000,400,2022-12-13 10:03:40+00:00,2022-12-13 10:03:40+00:00,,2825,3,821,2544
1362,165.000000,400,2022-12-13 10:03:40+00:00,2022-12-13 10:03:40+00:00,,2827,3,821,2544
1363,111.000000,400,2022-12-13 10:03:40+00:00,2022-12-13 10:03:40+00:00,,2828,3,821,2544
1364,73.000000,400,2022-12-13 10:03:40+00:00,2022-12-13 10:03:40+00:00,,2829,3,821,2544
1365,266.000000,400,2022-12-13 10:05:13+00:00,2022-12-13 10:05:13+00:00,,2507,3,725,2478
1366,299.000000,400,2022-12-13 10:05:13+00:00,2022-12-13 10:05:13+00:00,,2508,3,725,2478
1367,294.000000,400,2022-12-13 10:05:13+00:00,2022-12-13 10:05:13+00:00,,2509,3,725,2478
1368,250.000000,400,2022-12-13 10:05:13+00:00,2022-12-13 10:05:13+00:00,,2512,3,725,2478
1369,165.000000,400,2022-12-13 10:05:13+00:00,2022-12-13 10:05:13+00:00,,2513,3,725,2478
1370,125.000000,400,2022-12-13 10:07:12+00:00,2022-12-13 10:07:12+00:00,,2330,3,683,2410
1371,128.000000,400,2022-12-13 10:07:12+00:00,2022-12-13 10:07:12+00:00,,2331,3,683,2410
1372,116.000000,400,2022-12-13 10:07:12+00:00,2022-12-13 10:07:12+00:00,,2332,3,683,2410
1373,67.000000,400,2022-12-13 10:07:12+00:00,2022-12-13 10:07:12+00:00,,2333,3,683,2410
1374,150.000000,400,2022-12-13 10:07:12+00:00,2022-12-13 10:07:12+00:00,,2334,3,683,2410
1375,101.000000,400,2022-12-13 10:07:12+00:00,2022-12-13 10:07:12+00:00,,2335,3,683,2410
1376,67.000000,400,2022-12-13 10:07:12+00:00,2022-12-13 10:07:12+00:00,,2336,3,683,2410
1377,101.000000,400,2022-12-13 10:07:26+00:00,2022-12-13 10:07:26+00:00,,2337,3,684,2410
1378,120.000000,400,2022-12-13 11:17:09+00:00,2022-12-13 11:17:09+00:00,,2459,3,711,2412
1379,126.000000,400,2022-12-13 11:17:09+00:00,2022-12-13 11:17:09+00:00,,2460,3,711,2412
1380,101.000000,400,2022-12-13 11:17:09+00:00,2022-12-13 11:17:09+00:00,,2463,3,711,2412
1381,67.000000,400,2022-12-13 11:17:09+00:00,2022-12-13 11:17:09+00:00,,2464,3,711,2412
1382,108.000000,400,2022-12-13 11:18:54+00:00,2022-12-13 11:18:54+00:00,,2520,3,729,2479
1383,125.000000,400,2022-12-13 11:18:54+00:00,2022-12-13 11:18:54+00:00,,2521,3,729,2479
1384,140.000000,400,2022-12-13 11:18:54+00:00,2022-12-13 11:18:54+00:00,,2522,3,729,2479
1385,108.000000,400,2022-12-13 11:18:55+00:00,2022-12-13 11:18:55+00:00,,2523,3,729,2479
1386,100.000000,400,2022-12-13 11:18:55+00:00,2022-12-13 11:18:55+00:00,,2526,3,729,2479
1387,100.000000,400,2022-12-13 11:18:55+00:00,2022-12-13 11:18:55+00:00,,2527,3,729,2479
1388,6050.000000,400,2022-12-13 11:21:55+00:00,2022-12-13 11:21:55+00:00,,2910,3,223,2172
1389,6050.000000,400,2022-12-13 11:21:55+00:00,2022-12-13 11:21:55+00:00,,2911,3,223,2172
1390,1064.000000,400,2022-12-13 11:25:10+00:00,2022-12-13 11:25:10+00:00,,2794,3,811,2513
1391,1110.000000,400,2022-12-13 11:25:10+00:00,2022-12-13 11:25:10+00:00,,2795,3,811,2513
1392,1000.000000,400,2022-12-13 11:25:11+00:00,2022-12-13 11:25:11+00:00,,2798,3,811,2513
1393,618.000000,400,2022-12-13 11:25:11+00:00,2022-12-13 11:25:11+00:00,,2799,3,811,2513
1394,101.000000,400,2022-12-13 12:53:30+00:00,2022-12-13 12:53:30+00:00,,2538,3,734,2459
1395,120.000000,400,2022-12-13 12:53:30+00:00,2022-12-13 12:53:30+00:00,,2539,3,734,2459
1396,250.000000,400,2022-12-13 12:54:29+00:00,2022-12-13 12:54:29+00:00,,2514,3,726,2478
1397,299.000000,400,2022-12-13 12:54:29+00:00,2022-12-13 12:54:29+00:00,,2515,3,726,2478
1398,251.000000,400,2022-12-13 12:55:39+00:00,2022-12-13 12:55:39+00:00,,2607,3,757,2503
1399,272.000000,400,2022-12-13 12:55:39+00:00,2022-12-13 12:55:39+00:00,,2608,3,757,2503
1400,65.000000,400,2022-12-13 12:57:50+00:00,2022-12-13 12:57:50+00:00,,2441,3,704,2455
1401,51.000000,400,2022-12-13 13:00:28+00:00,2022-12-13 13:00:28+00:00,,2451,3,708,2456
1402,65.000000,400,2022-12-13 13:00:28+00:00,2022-12-13 13:00:28+00:00,,2452,3,708,2456
1403,72.000000,400,2022-12-13 13:00:28+00:00,2022-12-13 13:00:28+00:00,,2453,3,708,2456
1404,101.000000,400,2022-12-13 13:04:01+00:00,2022-12-13 13:04:01+00:00,,2830,3,822,2544
1405,101.000000,400,2022-12-13 13:06:03+00:00,2022-12-13 13:06:03+00:00,,2466,3,712,2412
1408,67.000000,400,2022-12-13 13:14:45+00:00,2022-12-13 13:14:45+00:00,,2461,3,711,2412
1409,150.000000,400,2022-12-13 13:14:45+00:00,2022-12-13 13:14:45+00:00,,2462,3,711,2412
1410,165.000000,400,2022-12-13 13:18:05+00:00,2022-12-13 13:18:05+00:00,,2510,3,725,2478
1411,371.000000,400,2022-12-13 13:18:05+00:00,2022-12-13 13:18:05+00:00,,2511,3,725,2478
1412,588.000000,400,2022-12-13 14:47:38+00:00,2022-12-13 14:47:38+00:00,,1829,3,545,1374
1413,550.000000,400,2022-12-13 14:47:38+00:00,2022-12-13 14:47:38+00:00,,1830,3,545,1374
1414,530.000000,400,2022-12-13 14:47:38+00:00,2022-12-13 14:47:38+00:00,,1831,3,545,1374
1415,560.000000,400,2022-12-13 14:47:39+00:00,2022-12-13 14:47:39+00:00,,1832,3,545,1374
1416,528.000000,400,2022-12-13 14:47:39+00:00,2022-12-13 14:47:39+00:00,,1833,3,545,1374
1417,95.000000,400,2022-12-13 14:47:39+00:00,2022-12-13 14:47:39+00:00,,1834,3,545,1374
1418,6.000000,400,2022-12-13 14:47:39+00:00,2022-12-13 14:47:39+00:00,,1835,3,545,1374
1419,503.000000,400,2022-12-13 14:47:39+00:00,2022-12-13 14:47:39+00:00,,1836,3,545,1374
1420,317.000000,400,2022-12-13 14:47:39+00:00,2022-12-13 14:47:39+00:00,,1837,3,545,1374
1421,712.000000,400,2022-12-13 14:47:39+00:00,2022-12-13 14:47:39+00:00,,1838,3,545,1374
1422,317.000000,400,2022-12-13 14:47:39+00:00,2022-12-13 14:47:39+00:00,,1839,3,545,1374
1423,550.000000,400,2022-12-13 14:48:34+00:00,2023-02-02 08:11:25+00:00,,1840,3,546,1374
1424,577.000000,400,2022-12-13 14:51:01+00:00,2022-12-13 14:51:01+00:00,,1844,3,549,1375
1425,560.000000,400,2022-12-13 14:51:01+00:00,2022-12-13 14:51:01+00:00,,1845,3,549,1375
1426,554.000000,400,2022-12-13 14:51:01+00:00,2022-12-13 14:51:01+00:00,,1846,3,549,1375
1427,548.000000,400,2022-12-13 14:51:01+00:00,2022-12-13 14:51:01+00:00,,1847,3,549,1375
1428,528.000000,400,2022-12-13 14:51:01+00:00,2022-12-13 14:51:01+00:00,,1848,3,549,1375
1429,95.000000,400,2022-12-13 14:51:01+00:00,2022-12-13 14:51:01+00:00,,1849,3,549,1375
1430,6.000000,400,2022-12-13 14:51:01+00:00,2022-12-13 14:51:01+00:00,,1850,3,549,1375
1431,503.000000,400,2022-12-13 14:51:01+00:00,2022-12-13 14:51:01+00:00,,1851,3,549,1375
1432,317.000000,400,2022-12-13 14:51:01+00:00,2022-12-13 14:51:01+00:00,,1852,3,549,1375
1433,712.000000,400,2022-12-13 14:51:01+00:00,2022-12-13 14:51:01+00:00,,1853,3,549,1375
1434,317.000000,400,2022-12-13 14:51:02+00:00,2022-12-13 14:51:02+00:00,,1854,3,549,1375
1435,503.000000,400,2022-12-13 14:51:14+00:00,2022-12-13 14:51:14+00:00,,1855,3,550,1375
1436,111.000000,400,2022-12-13 14:57:27+00:00,2022-12-13 14:57:27+00:00,,2906,3,685,2410
1437,118.000000,400,2022-12-13 14:57:27+00:00,2022-12-13 14:57:27+00:00,,2907,3,685,2410
1438,119.000000,400,2022-12-13 14:57:27+00:00,2022-12-13 14:57:27+00:00,,2908,3,685,2410
1439,256.000000,400,2022-12-13 15:00:46+00:00,2022-12-13 15:00:46+00:00,,2516,3,727,2478
1440,260.000000,400,2022-12-13 15:00:47+00:00,2022-12-13 15:00:47+00:00,,2517,3,727,2478
1441,254.000000,400,2022-12-13 15:00:47+00:00,2022-12-13 15:00:47+00:00,,2518,3,727,2478
1442,554.000000,400,2022-12-13 15:16:02+00:00,2022-12-13 15:16:02+00:00,,2214,3,651,2160
1443,694.000000,400,2022-12-13 15:16:02+00:00,2022-12-13 15:16:02+00:00,,2215,3,651,2160
1444,576.000000,400,2022-12-13 15:16:03+00:00,2022-12-13 15:16:03+00:00,,2216,3,651,2160
1445,573.000000,400,2022-12-13 15:16:03+00:00,2022-12-13 15:16:03+00:00,,2217,3,651,2160
1446,533.000000,400,2022-12-13 15:16:03+00:00,2022-12-13 15:16:03+00:00,,2218,3,651,2160
1447,502.000000,400,2022-12-13 15:16:03+00:00,2022-12-13 15:16:03+00:00,,2220,3,651,2160
1448,331.000000,400,2022-12-13 15:16:03+00:00,2022-12-13 15:16:03+00:00,,2221,3,651,2160
1449,114.000000,400,2022-12-14 09:00:13+00:00,2022-12-14 09:00:13+00:00,,2904,3,677,2454
1450,73.000000,400,2022-12-14 12:51:37+00:00,2022-12-14 12:51:37+00:00,,2826,3,821,2544
1451,117.000000,400,2022-12-14 12:52:13+00:00,2022-12-14 12:52:13+00:00,,2831,3,823,2544
1452,120.000000,400,2022-12-14 12:52:13+00:00,2022-12-14 12:52:13+00:00,,2832,3,823,2544
1453,67.000000,400,2022-12-14 12:56:51+00:00,2022-12-14 12:56:51+00:00,,2345,3,687,2411
1454,150.000000,400,2022-12-14 12:56:51+00:00,2022-12-14 12:56:51+00:00,,2346,3,687,2411
1455,107.000000,400,2022-12-14 12:57:34+00:00,2022-12-14 12:57:34+00:00,,2350,3,689,2411
1456,119.000000,400,2022-12-14 12:57:34+00:00,2022-12-14 12:57:34+00:00,,2351,3,689,2411
1457,101.000000,400,2022-12-14 14:03:36+00:00,2022-12-14 14:03:36+00:00,,2465,3,712,2412
1458,67.000000,400,2022-12-14 15:07:03+00:00,2022-12-14 15:07:03+00:00,,2534,3,733,2459
1459,67.000000,400,2022-12-14 15:08:22+00:00,2022-12-14 15:08:22+00:00,,2545,3,737,2460
1460,163.000000,400,2022-12-14 15:08:22+00:00,2022-12-14 15:08:22+00:00,,2547,3,737,2460
1461,101.000000,400,2022-12-14 15:08:22+00:00,2022-12-14 15:08:22+00:00,,2548,3,737,2460
1462,109.000000,400,2022-12-14 15:08:39+00:00,2022-12-14 15:08:39+00:00,,2550,3,738,2460
1463,166.000000,400,2022-12-14 15:12:29+00:00,2022-12-14 15:12:29+00:00,,2604,3,756,2503
1464,403.000000,400,2022-12-14 15:12:29+00:00,2022-12-14 15:12:29+00:00,,2606,3,756,2503
1465,107.000000,400,2022-12-15 08:04:46+00:00,2022-12-15 08:04:46+00:00,,2467,3,713,2412
1466,120.000000,400,2022-12-15 08:04:46+00:00,2022-12-15 08:04:46+00:00,,2468,3,713,2412
1467,117.000000,400,2022-12-15 08:04:47+00:00,2022-12-15 08:04:47+00:00,,2469,3,713,2412
1468,104.000000,400,2022-12-15 12:27:33+00:00,2022-12-15 12:27:33+00:00,,2113,3,621,2281
1469,252.000000,400,2022-12-15 12:27:33+00:00,2022-12-15 12:27:33+00:00,,2114,3,621,2281
1470,147.000000,400,2022-12-15 12:27:33+00:00,2022-12-15 12:27:33+00:00,,2115,3,621,2281
1471,157.000000,400,2022-12-15 12:27:42+00:00,2022-12-15 12:27:42+00:00,,2121,3,622,2281
1472,104.000000,400,2022-12-15 12:28:22+00:00,2022-12-15 12:28:22+00:00,,2125,3,625,2282
1473,252.000000,400,2022-12-15 12:28:22+00:00,2022-12-15 12:28:22+00:00,,2126,3,625,2282
1474,147.000000,400,2022-12-15 12:28:22+00:00,2022-12-15 12:28:22+00:00,,2127,3,625,2282
1475,157.000000,400,2022-12-15 12:28:35+00:00,2022-12-15 12:28:35+00:00,,2132,3,627,2282
1476,193.000000,400,2022-12-15 12:29:40+00:00,2022-12-15 12:29:40+00:00,,2081,3,609,2288
1477,433.000000,400,2022-12-15 12:29:40+00:00,2022-12-15 12:29:40+00:00,,2082,3,609,2288
1478,300.000000,400,2022-12-15 12:29:55+00:00,2022-12-15 12:29:55+00:00,,2085,3,610,2288
1479,181.000000,400,2022-12-15 12:31:27+00:00,2022-12-15 12:31:27+00:00,,2645,3,761,2515
1480,107.000000,400,2022-12-15 12:31:27+00:00,2022-12-15 12:31:27+00:00,,2646,3,761,2515
1481,1040.000000,400,2022-12-16 10:37:38+00:00,2022-12-16 10:37:38+00:00,,1728,3,519,1370
1482,1068.000000,400,2022-12-16 10:37:38+00:00,2022-12-16 10:37:38+00:00,,1729,3,519,1370
1483,1100.000000,400,2022-12-16 10:37:38+00:00,2022-12-16 10:37:38+00:00,,1730,3,519,1370
1484,1195.000000,400,2022-12-16 10:37:38+00:00,2022-12-16 10:37:38+00:00,,1731,3,519,1370
1485,1003.000000,400,2022-12-16 10:37:38+00:00,2022-12-16 10:37:38+00:00,,1733,3,519,1370
1486,620.000000,400,2022-12-16 10:37:38+00:00,2022-12-16 10:37:38+00:00,,1736,3,519,1370
1492,105.000000,400,2022-12-16 10:50:45+00:00,2022-12-16 10:50:45+00:00,,2913,3,641,2293
1493,66.000000,400,2022-12-16 10:50:45+00:00,2022-12-16 10:50:45+00:00,,2914,3,641,2293
1494,161.000000,400,2022-12-16 10:50:46+00:00,2022-12-16 10:50:46+00:00,,2915,3,641,2293
1495,100.000000,400,2022-12-16 10:50:46+00:00,2022-12-16 10:50:46+00:00,,2916,3,641,2293
1496,66.000000,400,2022-12-16 10:50:46+00:00,2022-12-16 10:50:46+00:00,,2917,3,641,2293
1497,330.000000,400,2022-12-16 10:52:50+00:00,2022-12-16 10:52:50+00:00,,2744,3,795,2500
1498,320.000000,400,2022-12-16 10:52:50+00:00,2022-12-16 10:52:50+00:00,,2745,3,795,2500
1499,487.000000,400,2022-12-16 10:52:50+00:00,2022-12-16 10:52:50+00:00,,2747,3,795,2500
1500,301.000000,400,2022-12-16 10:52:50+00:00,2022-12-16 10:52:50+00:00,,2748,3,795,2500
1501,193.000000,400,2022-12-16 10:52:50+00:00,2022-12-16 10:52:50+00:00,,2749,3,795,2500
1502,162.000000,400,2022-12-16 11:04:24+00:00,2022-12-16 11:04:24+00:00,,2901,3,29,1989
1503,159.000000,400,2022-12-16 11:04:24+00:00,2022-12-16 11:04:24+00:00,,2902,3,29,1989
1504,618.000000,400,2022-12-16 11:07:46+00:00,2022-12-16 11:07:46+00:00,,2796,3,811,2513
1505,1391.000000,400,2022-12-16 11:07:46+00:00,2022-12-16 11:07:46+00:00,,2797,3,811,2513
1506,100.000000,400,2022-12-16 11:10:01+00:00,2022-12-16 11:10:01+00:00,,2374,3,696,2298
1507,124.000000,400,2022-12-16 11:10:01+00:00,2022-12-16 11:10:01+00:00,,2375,3,696,2298
1508,256.000000,400,2022-12-16 13:28:21+00:00,2022-12-16 13:28:21+00:00,,2609,3,758,2503
1509,100.000000,400,2022-12-16 13:29:57+00:00,2022-12-16 13:29:57+00:00,,2169,3,638,2292
1510,109.000000,400,2022-12-16 13:29:57+00:00,2022-12-16 13:29:57+00:00,,2170,3,638,2292
1511,112.000000,400,2022-12-16 13:30:38+00:00,2022-12-16 13:30:38+00:00,,2926,3,639,2292
1512,111.000000,400,2022-12-16 13:30:38+00:00,2022-12-16 13:30:38+00:00,,2927,3,639,2292
1513,123.000000,400,2022-12-16 13:30:38+00:00,2022-12-16 13:30:38+00:00,,2928,3,639,2292
1514,111.000000,400,2022-12-16 13:30:38+00:00,2022-12-16 13:30:38+00:00,,2929,3,639,2292
1515,100.000000,400,2022-12-16 13:32:33+00:00,2022-12-16 13:32:33+00:00,,2918,3,642,2293
1516,123.000000,400,2022-12-16 13:32:33+00:00,2022-12-16 13:32:33+00:00,,2919,3,642,2293
1517,112.000000,400,2022-12-16 13:32:33+00:00,2022-12-16 13:32:33+00:00,,2920,3,642,2293
1518,105.000000,400,2022-12-16 13:33:19+00:00,2022-12-16 13:33:19+00:00,,2921,3,643,2293
1519,105.000000,400,2022-12-16 13:33:19+00:00,2022-12-16 13:33:19+00:00,,2922,3,643,2293
1520,119.000000,400,2022-12-16 13:33:19+00:00,2022-12-16 13:33:19+00:00,,2923,3,643,2293
1521,105.000000,400,2022-12-16 13:33:19+00:00,2022-12-16 13:33:19+00:00,,2924,3,643,2293
1522,116.000000,400,2022-12-16 13:35:06+00:00,2022-12-16 13:35:06+00:00,,2376,3,697,2298
1523,106.000000,400,2022-12-16 13:35:06+00:00,2022-12-16 13:35:06+00:00,,2377,3,697,2298
1524,117.000000,400,2022-12-16 13:35:06+00:00,2022-12-16 13:35:06+00:00,,2378,3,697,2298
1525,105.000000,400,2022-12-16 13:35:06+00:00,2022-12-16 13:35:06+00:00,,2379,3,697,2298
1526,66.000000,400,2022-12-16 13:36:23+00:00,2022-12-16 13:36:23+00:00,,2524,3,729,2479
1527,100.000000,400,2022-12-16 13:36:35+00:00,2022-12-16 13:36:35+00:00,,2528,3,730,2479
1528,105.000000,400,2022-12-16 13:37:09+00:00,2022-12-16 13:37:09+00:00,,2529,3,731,2479
1529,120.000000,400,2022-12-16 13:37:09+00:00,2022-12-16 13:37:09+00:00,,2530,3,731,2479
1530,107.000000,400,2022-12-16 13:37:10+00:00,2022-12-16 13:37:10+00:00,,2531,3,731,2479
1531,397.000000,400,2022-12-16 16:47:43+00:00,2022-12-16 16:47:43+00:00,,1635,3,495,1366
1532,338.000000,400,2022-12-16 16:47:43+00:00,2022-12-16 16:47:43+00:00,,1636,3,495,1366
1533,368.000000,400,2022-12-16 16:47:43+00:00,2022-12-16 16:47:43+00:00,,1637,3,495,1366
1534,303.000000,400,2022-12-16 16:47:43+00:00,2022-12-16 16:47:43+00:00,,1639,3,495,1366
1535,195.000000,400,2022-12-16 16:47:43+00:00,2022-12-16 16:47:43+00:00,,1642,3,495,1366
1536,1040.000000,400,2022-12-16 16:49:54+00:00,2022-12-16 16:49:54+00:00,,1717,3,516,1371
1537,1122.000000,400,2022-12-16 16:49:54+00:00,2022-12-16 16:49:54+00:00,,1718,3,516,1371
1538,1106.000000,400,2022-12-16 16:49:54+00:00,2022-12-16 16:49:54+00:00,,1719,3,516,1371
1539,1126.000000,400,2022-12-16 16:49:54+00:00,2022-12-16 16:49:54+00:00,,1720,3,516,1371
1540,1003.000000,400,2022-12-16 16:49:54+00:00,2022-12-16 16:49:54+00:00,,1722,3,516,1371
1541,620.000000,400,2022-12-16 16:49:54+00:00,2022-12-16 16:49:54+00:00,,1725,3,516,1371
1542,720.000000,400,2022-12-16 16:52:35+00:00,2022-12-16 16:52:35+00:00,,1278,3,401,1341
1543,703.000000,400,2022-12-16 16:52:35+00:00,2022-12-16 16:52:35+00:00,,1279,3,401,1341
1544,741.000000,400,2022-12-16 16:52:36+00:00,2022-12-16 16:52:36+00:00,,1280,3,401,1341
1545,781.000000,400,2022-12-16 16:52:36+00:00,2022-12-16 16:52:36+00:00,,1281,3,401,1341
1546,838.000000,400,2022-12-16 16:52:36+00:00,2022-12-16 16:52:36+00:00,,1282,3,401,1341
1547,703.000000,400,2022-12-16 16:52:36+00:00,2022-12-16 16:52:36+00:00,,1284,3,401,1341
1548,436.000000,400,2022-12-16 16:52:36+00:00,2022-12-19 10:28:20+00:00,,1287,3,401,1341
1549,579.000000,400,2022-12-16 16:55:07+00:00,2022-12-16 16:55:07+00:00,,1655,3,501,1367
1550,645.000000,400,2022-12-16 16:55:07+00:00,2022-12-16 16:55:07+00:00,,1656,3,501,1367
1551,579.000000,400,2022-12-16 16:55:07+00:00,2022-12-16 16:55:07+00:00,,1657,3,501,1367
1552,632.000000,400,2022-12-16 16:55:07+00:00,2022-12-16 16:55:07+00:00,,1658,3,501,1367
1553,654.000000,400,2022-12-16 16:55:07+00:00,2022-12-16 16:55:07+00:00,,1659,3,501,1367
1554,579.000000,400,2022-12-16 16:55:07+00:00,2022-12-16 16:55:07+00:00,,1661,3,501,1367
