code,name,qrcode,description,quantity,creator_id,created_at,updated_at,deleted_at,color,size,po,tolerance,loss_percentage,price,started_at,completed_at,order_id,customer_id,product_pattern_id,supplier_delivery_id,tax_id,payment_method_id,currency_id,debit_detail_id,is_complete,vnd_exchange_rate,vnd_exchange
DYC-US-220425-Ginè Energy-558,DYC-US-220425-Ginè Energy-558,1666975066DH32,<p>Đơn h&agrave;ng Reorder DYC-US-220219-Gin&egrave; Energy-514</p>,100.000000,234,2022-05-05 17:05:01+00:00,2022-10-28 23:37:47+00:00,,,,,103.000000,0.000000,400.0000000000,2022-05-05,2022-05-28,32,73,85.0,,,3.0,2,,1,22800.0,9120000.0
DYC-US-220425-Vendome-557,DYC-US-220425-Vendome-557,1666975067DH33,,100.000000,234,2022-05-05 17:14:22+00:00,2022-10-28 23:37:47+00:00,,,,,103.000000,0.000000,400.0000000000,2022-05-05,2022-05-28,33,73,85.0,,,3.0,2,,1,22800.0,0.0
TTD-220428-R.A.D 54cm,TTD-220428-R.A.D,1666975067DH31,,80.000000,346,2022-05-06 13:25:27+00:00,2022-10-28 23:37:47+00:00,,,,,81.000000,7.000000,0E-10,2022-05-06,2022-06-01,31,72,73.0,,,2.0,2,,1,0.0,0.0
TTD-220428-R.A.D 58cm,TTD-220428-R.A.D,1666975068DH30,<p>Kh&aacute;ch c&oacute; event cần xuất đ&uacute;ng ng&agrave;y</p>,920.000000,346,2022-05-06 13:25:50+00:00,2022-10-28 23:37:48+00:00,,,,,921.000000,3.000000,0E-10,2022-05-06,2022-06-01,30,72,67.0,,,2.0,2,,1,0.0,0.0
R2B-97-AC2204676 MB CONCEPT,R2B-97-AC2204676 MB CONCEPT,1666975068DH34,,250.000000,240,2022-05-06 13:37:38+00:00,2022-10-28 23:37:48+00:00,,,,,250.000000,7.000000,0E-10,2022-05-06,2022-06-11,34,15,127.0,,,,2,,1,0.0,0.0
TTD-220328-Trucker Patch Embroidered Camo-Black,TTD-220328-Trucker Patch Embroidered Camo-Black,1666975068DH29,,150.000000,346,2022-05-06 13:51:14+00:00,2022-10-28 23:37:48+00:00,,,,,151.000000,7.000000,0E-10,2022-05-06,2022-06-07,29,71,72.0,,,2.0,2,,1,0.0,0.0
BF-220402-PEMBROKE CLASSIC SPORT PASTEL LILAC,BF-220402-PEMBROKE CLASSIC SPORT,1666975068DH16,,100.000000,346,2022-05-06 14:39:42+00:00,2022-10-28 23:37:48+00:00,,,,,100.000000,0.000000,0E-10,2022-05-06,2022-06-06,16,5,70.0,,,2.0,2,,1,0.0,0.0
BF-220402-PEMBROKE HUF GRAPHITE,BF-220402-PEMBROKE HUF,1666975069DH26,,100.000000,346,2022-05-06 14:42:08+00:00,2022-10-28 23:37:49+00:00,,,,,100.000000,0.000000,0E-10,2022-05-06,2022-06-06,26,5,71.0,,,2.0,2,,1,0.0,0.0
BF-220402-PEMBROKE HUF GRAY,BF-220402-PEMBROKE HUF,1666975069DH25,,100.000000,346,2022-05-06 14:42:30+00:00,2022-10-28 23:37:49+00:00,,,,,100.000000,0.000000,0E-10,2022-05-06,2022-06-06,25,5,71.0,,,2.0,2,,1,0.0,0.0
BF-220402-PEMBROKE HUF OCEANSIDE BLUE,BF-220402-PEMBROKE HUF,1666975069DH23,,200.000000,346,2022-05-06 14:42:56+00:00,2022-10-28 23:37:49+00:00,,,,,200.000000,0.000000,0E-10,2022-05-06,2022-06-06,23,5,71.0,,,2.0,2,,1,0.0,0.0
BF-220402-PEMBROKE HUF BLACK,BF-220402-PEMBROKE HUF,1666975069DH22,,200.000000,346,2022-05-06 14:43:08+00:00,2022-10-28 23:37:50+00:00,,,,,200.000000,0.000000,0E-10,2022-05-06,2022-06-06,22,5,71.0,,,2.0,2,,1,0.0,0.0
BF-220402-PEMBROKE CLASSIC SPORT WHITE,BF-220402-PEMBROKE CLASSIC SPORT,1666975070DH21,,400.000000,346,2022-05-06 14:43:19+00:00,2022-10-28 23:37:50+00:00,,,,,400.000000,0.000000,0E-10,2022-05-06,2022-06-06,21,5,70.0,,,2.0,2,,1,0.0,0.0
BF-220402-PEMBROKE CLASSIC SPORT OLIVE,BF-220402-PEMBROKE CLASSIC SPORT,1666975070DH20,,100.000000,346,2022-05-06 14:43:30+00:00,2022-10-28 23:37:50+00:00,,,,,100.000000,0.000000,0E-10,2022-05-06,2022-06-06,20,5,70.0,,,2.0,2,,1,0.0,0.0
BF-220402-PEMBROKE CLASSIC SPORT NAVY 282C,BF-220402-PEMBROKE CLASSIC SPORT,1666975070DH18,,100.000000,346,2022-05-06 14:43:51+00:00,2022-10-28 23:37:50+00:00,,,,,100.000000,0.000000,0E-10,2022-05-06,2022-06-06,18,5,70.0,,,2.0,2,,1,0.0,0.0
BF-220402-PEMBROKE CLASSIC SPORT VEGAS GOLD,BF-220402-PEMBROKE CLASSIC SPORT,1666975070DH17,,100.000000,346,2022-05-06 14:44:00+00:00,2022-10-28 23:37:50+00:00,,,,,100.000000,0.000000,0E-10,2022-05-06,2022-06-06,17,5,70.0,,,2.0,2,,1,0.0,0.0
BF-220402-PEMBROKE CLASSIC SPORT GREY,BF-220402-PEMBROKE CLASSIC SPORT,1666975070DH15,,200.000000,346,2022-05-06 14:44:10+00:00,2022-10-28 23:37:50+00:00,,,,,200.000000,0.000000,0E-10,2022-05-06,2022-06-06,15,5,70.0,,,2.0,2,,1,0.0,0.0
BF-220402-PEMBROKE CLASSIC SPORT BLACK,BF-220402-PEMBROKE CLASSIC SPORT,1666975070DH14,,400.000000,346,2022-05-06 14:44:28+00:00,2022-10-28 23:37:51+00:00,,,,,400.000000,0.000000,0E-10,2022-05-06,2022-06-06,14,5,70.0,,,2.0,2,,1,0.0,0.0
BF-220330-FCS RED BLUE,BF-220330-FCS RED BLUE,1666975071DH1,"<p>Reorder <span class=""il"">BF</span>-190621-<span class=""il"">FCS</span>&nbsp;<span class=""il"">Red</span>&nbsp;<span class=""il"">Blue</span>-v2</p>",500.000000,346,2022-05-06 14:44:46+00:00,2022-10-28 23:37:51+00:00,,,,,500.000000,0.000000,0E-10,2022-05-06,2022-06-02,1,5,76.0,,,,2,,1,0.0,0.0
BF-220405-HCL SB Black - 56cm,BF-220405-HCL SB Black,1666975071DH3,,100.000000,346,2022-05-06 14:45:12+00:00,2022-10-28 23:37:51+00:00,,,,,100.000000,0.000000,0E-10,2022-05-06,2022-06-02,3,5,64.0,,,2.0,2,,1,0.0,0.0
BF-220405-HCL SB Black - 54cm,BF-220405-HCL SB Black,1666975071DH4,,50.000000,346,2022-05-06 14:45:33+00:00,2022-10-28 23:37:51+00:00,,,,,50.000000,0.000000,0E-10,2022-05-06,2022-06-02,4,5,65.0,,,2.0,2,,1,0.0,0.0
BF-220405-HCL SB White - 56cm,BF-220405-HCL SB White,1666975071DH6,,100.000000,346,2022-05-06 14:46:49+00:00,2022-10-28 23:37:51+00:00,,,,,100.000000,0.000000,0E-10,2022-05-06,2022-06-02,6,5,64.0,,,2.0,2,,1,0.0,0.0
BF-220402-PEMBROKE BASE BLACK,BF-220402-PEMBROKE BASE,1666975071DH28,,100.000000,346,2022-05-06 14:46:58+00:00,2022-10-28 23:37:51+00:00,,,,,100.000000,0.000000,0E-10,2022-05-06,2022-06-06,28,5,71.0,,,2.0,2,,1,0.0,0.0
BF-220405-HCL SB White - 58cm,BF-220405-HCL SB White,1666975071DH5,,50.000000,346,2022-05-06 15:04:55+00:00,2022-10-28 23:37:51+00:00,,,,,51.000000,0.000000,0E-10,2022-05-06,2022-06-02,5,5,63.0,,,2.0,2,,1,0.0,0.0
BF-220405-HCL SB Black - 58cm,BF-220405-HCL SB Black,1666975071DH2,,50.000000,346,2022-05-06 15:05:26+00:00,2022-10-28 23:37:52+00:00,,,,,51.000000,0.000000,0E-10,2022-05-06,2022-06-02,2,5,63.0,,,2.0,2,,1,0.0,0.0
BF-220322-HCR - 58cm,BF-220322-HCR,1666975072DH12,<p>OKSX Như mẫu</p>,51.000000,346,2022-05-06 15:07:20+00:00,2022-10-28 23:37:52+00:00,,,,,51.000000,5.000000,0E-10,2022-05-06,2022-06-06,12,5,66.0,,,2.0,1,,1,0.0,0.0
BF-220405-HCL SB White - 54cm,BF-220405-HCL SB White,1666975072DH7,,50.000000,346,2022-05-06 15:07:35+00:00,2022-10-28 23:37:52+00:00,,,,,50.000000,0.000000,0E-10,2022-05-06,2022-06-02,7,5,65.0,,,2.0,2,,1,0.0,0.0
BF-220402-CADENCY POKER,BF-220402-CADENCY,1666975072DH9,,800.000000,346,2022-05-06 15:08:22+00:00,2022-10-28 23:37:52+00:00,,,,,801.000000,0.000000,0E-10,2022-05-06,2022-06-06,9,5,63.0,,,2.0,2,,1,0.0,0.0
BF-220402- CADENCY MEXICAN SKULL PURPLE,BF-220402- CADENCY,1666975072DH10,,500.000000,346,2022-05-06 15:08:35+00:00,2022-10-28 23:37:52+00:00,,,,,501.000000,0.000000,0E-10,2022-05-06,2022-06-06,10,5,63.0,,,2.0,2,,1,0.0,0.0
BF-220402-CADENCY MEXICAN SKULL BLACK,BF-220402-CADENCY,1666975072DH11,,500.000000,346,2022-05-06 15:08:48+00:00,2022-10-28 23:37:52+00:00,,,,,501.000000,0.000000,0E-10,2022-05-06,2022-06-06,11,5,63.0,,,2.0,2,,1,0.0,0.0
BF-220322-HCR - 56cm,BF-220322-HCR,1666975072DH13,,50.000000,346,2022-05-06 15:09:01+00:00,2022-10-28 23:37:53+00:00,,,,,51.000000,0.000000,0E-10,2022-05-06,2022-06-06,13,5,68.0,,,2.0,2,,1,0.0,0.0
BF-220402-CADENCY CHARGING BULL,BF-220402-CADENCY,1666975073DH8,,300.000000,346,2022-05-06 15:14:26+00:00,2022-10-28 23:37:53+00:00,,,,,301.000000,0.000000,0E-10,2022-05-06,2022-06-06,8,5,63.0,,,2.0,2,,1,0.0,0.0
TTD-220422 GF Style 1 (2018),TTD-220422 GF,1666975073DH35,,500.000000,346,2022-05-06 21:29:36+00:00,2022-10-28 23:37:53+00:00,,,,,500.000000,0.000000,0E-10,2022-05-06,2022-06-15,35,7,1.0,,,2.0,2,,1,22800.0,0.0
TTD-220422 GF Style 14 (2021),TTD-220422 GF,1666975073DH36,,500.000000,346,2022-05-06 22:02:10+00:00,2022-10-28 23:37:53+00:00,,,,,501.000000,0.000000,0E-10,2022-05-06,2022-06-15,36,7,46.0,,,2.0,2,,1,22800.0,0.0
TTD-220422 GF Style 15 (2021),TTD-220422 GF Style,1666975073DH37,,300.000000,346,2022-05-06 22:02:55+00:00,2022-10-28 23:37:53+00:00,,,,,301.000000,0.000000,0E-10,2022-05-06,2022-06-15,37,7,47.0,,,2.0,2,,1,22800.0,0.0
TTD-220422 GF Style 19 (2019),TTD-220422 GF,1666975073DH38,,500.000000,346,2022-05-06 22:03:42+00:00,2022-10-28 23:37:53+00:00,,,,,501.000000,0.000000,0E-10,2022-05-06,2022-06-15,38,7,29.0,,,2.0,2,,1,22800.0,0.0
TTD-220422 GF Style 2 (2021),TTD-220422 GF,1666975073DH39,,300.000000,346,2022-05-06 22:04:37+00:00,2022-10-28 23:37:53+00:00,,,,,301.000000,0.000000,0E-10,2022-05-06,2022-06-15,39,7,40.0,,,2.0,2,,1,22800.0,0.0
TTD-220422 GF Style 7 (2021),TTD-220422 GF,1666975073DH40,,300.000000,346,2022-05-06 22:05:53+00:00,2022-10-28 23:37:54+00:00,,,,,301.000000,0.000000,0E-10,2022-05-06,2022-06-16,40,7,41.0,,,2.0,2,,1,22800.0,0.0
TTD-220422 GF Style 10 (2021),TTD-220422 GF,1666975074DH42,,300.000000,346,2022-05-06 22:10:03+00:00,2022-10-28 23:37:54+00:00,,,,,301.000000,0.000000,0E-10,2022-05-06,2022-06-15,42,7,43.0,,,2.0,2,,1,22800.0,0.0
TTD-220422 GF Style 11 (2021),TTD-220422 GF,1666975074DH43,,300.000000,346,2022-05-06 22:10:52+00:00,2022-10-28 23:37:54+00:00,,,,,301.000000,0.000000,0E-10,2022-05-06,2022-06-15,43,7,44.0,,,2.0,2,,1,22800.0,0.0
TTD-220422 GF Style 13 (2021),TTD-220422 GF,1666975074DH44,,300.000000,346,2022-05-06 22:11:27+00:00,2022-10-28 23:37:54+00:00,,,,,301.000000,0.000000,0E-10,2022-05-06,2022-06-15,44,7,45.0,,,2.0,2,,1,22800.0,0.0
TTD-220422 GF Style 9 (2021),TTD-220422 GF,1666975074DH41,,300.000000,346,2022-05-07 10:33:09+00:00,2022-10-28 23:37:54+00:00,,,,,301.000000,0.000000,0E-10,2022-05-07,2022-06-15,41,7,42.0,,,2.0,2,,1,0.0,0.0
TTD-220505-GF  Style 2 (2018),TTD-220505-GF,1666975074DH61,<p>GF-33</p>,300.000000,346,2022-05-07 13:00:56+00:00,2022-10-28 23:37:54+00:00,,,,,301.000000,0.000000,3.9900000000,2022-05-07,2022-06-30,61,7,2.0,,,2.0,2,,1,22800.0,90972.0
TTD-220505-GF  Style 1 (2018),TTD-220505-GF,1666975074DH60,<p>GF-33</p>,500.000000,346,2022-05-07 13:01:20+00:00,2022-10-28 23:37:54+00:00,,,,,500.000000,0.000000,3.7800000000,2022-05-07,2022-06-30,60,7,1.0,,,2.0,2,,1,22800.0,86184.0
TTD-220505-GF  Style 7 (2018),TTD-220505-GF,1666975074DH64,,300.000000,346,2022-05-07 13:02:45+00:00,2022-10-28 23:37:55+00:00,,,,,301.000000,0.000000,5.1500000000,2022-05-07,2022-06-30,64,7,7.0,,,2.0,2,,1,22800.0,0.0
TTD-220505-GF  Style 11 (2019),TTD-220505-GF,1666975075DH67,,300.000000,346,2022-05-07 13:04:48+00:00,2022-10-28 23:37:55+00:00,,,,,301.000000,0.000000,3.1100000000,2022-05-07,2022-06-30,67,7,21.0,,,2.0,2,,1,22800.0,70908.0
TTD-220505-GF  Style 18 (2019),TTD-220505-GF,1666975075DH68,,500.000000,346,2022-05-07 13:05:38+00:00,2022-10-28 23:37:55+00:00,,,,,501.000000,0.000000,4.2600000000,2022-05-07,2022-06-30,68,7,28.0,,,2.0,2,,1,22800.0,97128.0
TTD-220505-GF  Style 2 (2021),TTD-220505-GF,1666975075DH69,,300.000000,346,2022-05-07 13:06:17+00:00,2022-10-28 23:37:55+00:00,,,,,301.000000,0.000000,4.7900000000,2022-05-07,2022-06-30,69,7,40.0,,,2.0,2,,1,22800.0,109212.0
TTD-220505-GF  Style 13 (2021),TTD-220505-GF,1666975075DH70,,300.000000,346,2022-05-07 13:06:54+00:00,2022-10-28 23:37:55+00:00,,,,,301.000000,0.000000,3.3200000000,2022-05-07,2022-06-30,70,7,45.0,,,2.0,2,,1,22800.0,75696.0
TTD-220505-GF  Style 9 (2019),TTD-220505-GF,1666975075DH71,,300.000000,346,2022-05-07 13:07:47+00:00,2022-10-28 23:37:55+00:00,,,,,301.000000,0.000000,4.3700000000,2022-05-07,2022-06-30,71,7,19.0,,,2.0,2,,1,22800.0,99636.0
TTD-220505-GF  Style 15 (2021),TTD-220505-GF,1666975075DH66,,300.000000,346,2022-05-07 13:09:20+00:00,2022-10-28 23:37:55+00:00,,,,,301.000000,0.000000,3.7300000000,2022-05-07,2022-06-30,66,7,47.0,,,2.0,2,,1,22800.0,85044.0
TTD-220505-GF  Style 14 (2021),TTD-220505-GF,1666975075DH65,,300.000000,346,2022-05-07 13:09:52+00:00,2022-10-28 23:37:56+00:00,,,,,301.000000,0.000000,3.5200000000,2022-05-07,2022-06-30,65,7,46.0,,,2.0,2,,1,22800.0,80256.0
TTD-220505-GF  Style 3 (2018),TTD-220505-GF,1666975076DH62,,300.000000,346,2022-05-07 13:10:21+00:00,2022-10-28 23:37:56+00:00,,,,,301.000000,0.000000,4.9400000000,2022-05-07,2022-06-30,62,7,3.0,,,2.0,2,,1,0.0,112632.0
HM-220505-SV OBERWOLFACH ADULT,HM-220505-SV OBERWOLFACH ADULT,1666975076DH57,,32.000000,240,2022-05-07 16:48:49+00:00,2022-10-28 23:37:56+00:00,,,,,32.000000,0.000000,0E-10,2022-05-07,2022-06-18,57,1,168.0,,,,2,,1,22800.0,0.0
HM-220505-RAMMSTEIN,HM-220505-RAMMSTEIN,1666975076DH56,<p>đơn h&agrave;ng re-order</p>,2000.000000,240,2022-05-07 16:50:38+00:00,2022-10-28 23:37:56+00:00,,,,,2001.000000,0.000000,0E-10,2022-05-07,2022-06-24,56,1,168.0,,,,2,,1,22800.0,0.0
HM-220505-HANSA FLEX,HM-220505-HANSA FLEX,1666975076DH55,<p>đơn h&agrave;ng re-order</p>,50.000000,240,2022-05-07 16:51:31+00:00,2022-10-28 23:37:56+00:00,,,,,51.000000,0.000000,0E-10,2022-05-07,2022-06-18,55,1,168.0,,,,2,,1,22800.0,0.0
HM-220503-KDP,HM-220503-KDP,1666975076DH54,,101.000000,240,2022-05-07 16:51:50+00:00,2022-10-28 23:37:56+00:00,,,,,102.000000,0.000000,0E-10,2022-05-07,2022-06-10,54,1,168.0,,,,2,,1,22800.0,0.0
HM-220319-LOK LOWEN,HM-220319-LOK LOWEN,1666975076DH53,"<p>Kh&aacute;ch duyệt mẫu, sản xuất y chang như mẫu</p>",101.000000,240,2022-05-07 16:52:07+00:00,2022-10-28 23:37:57+00:00,,,,,101.000000,0.000000,0E-10,2022-05-07,2022-06-10,53,1,168.0,,,,2,,1,22800.0,0.0
HM-220303-A&A,HM-220303-A&A,1666975077DH46,"<p>Kh&aacute;ch duyệt mẫu, sản xuất y chang như mẫu</p>",301.000000,240,2022-05-07 16:52:31+00:00,2022-10-28 23:37:57+00:00,,,,,301.000000,0.000000,0E-10,2022-05-07,2022-05-28,46,1,168.0,,,,2,,1,22800.0,0.0
HM-220429-CAPPD IVORY,HM-220429-CAPPD IVORY,1666975077DH52,,101.000000,240,2022-05-07 16:53:01+00:00,2022-10-28 23:37:57+00:00,,,,,102.000000,0.000000,0E-10,2022-05-07,2022-06-10,52,1,183.0,,,,2,,1,22800.0,0.0
HM-220429-CB,HM-220429-CB,1666975077DH47,,100.000000,240,2022-05-07 16:53:22+00:00,2022-10-28 23:37:57+00:00,,,,,100.000000,0.000000,0E-10,2022-05-07,2022-06-10,47,1,168.0,,,,2,,1,22800.0,0.0
HM-220429-TSV FRODOLFING,HM-220429-TSV FRODOLFING,1666975077DH48,,100.000000,240,2022-05-07 16:53:59+00:00,2022-10-28 23:37:57+00:00,,,,,100.000000,0.000000,0E-10,2022-05-07,2022-06-10,48,1,171.0,,,,2,,1,22800.0,0.0
HM-220427-BGBC,HM-220427-BGBC,1666975077DH49,,51.000000,240,2022-05-07 16:54:25+00:00,2022-10-28 23:37:57+00:00,,,,,52.000000,0.000000,0E-10,2022-05-07,2022-06-10,49,1,188.0,,,,2,,1,22800.0,0.0
HM-220427-VISUNEXT,HM-220427-VISUNEXT,1666975077DH50,,401.000000,240,2022-05-07 16:54:45+00:00,2022-10-28 23:37:58+00:00,,,,,401.000000,0.000000,0E-10,2022-05-07,2022-06-02,50,1,188.0,,,,2,,1,22800.0,0.0
HM-220429-CAPPD DK GREEN,HM-220429-CAPPD DK GREEN,1666975078DH51,,101.000000,240,2022-05-07 16:55:07+00:00,2022-10-28 23:37:58+00:00,,,,,101.000000,0.000000,0E-10,2022-05-07,2022-06-10,51,1,183.0,,,,2,,1,22800.0,0.0
DYC-CH1-220507-James Blunt,DYC-CH1-220507-James Blunt,1666975078DH73,,250.000000,234,2022-05-07 18:18:11+00:00,2022-10-28 23:37:58+00:00,,,,,252.000000,0.000000,0E-10,2022-05-07,2022-05-28,73,74,85.0,,,,1,,1,0.0,0.0
DYC-US-220428-Denison-562,DYC-US-220428-Denison-562,1666975078DH74,,100.000000,234,2022-05-07 18:29:58+00:00,2022-10-28 23:37:58+00:00,,,,,100.000000,0.000000,0E-10,2022-05-07,2022-06-03,74,73,89.0,,,,1,,1,0.0,0.0
DYC-US-220428-Denison-562-Opt01,DYC-US-220428-Denison-562-Opt01,1666975078DH75,,250.000000,234,2022-05-07 18:32:27+00:00,2022-10-28 23:37:58+00:00,,,,,250.000000,0.000000,0E-10,2022-05-07,2022-06-03,75,73,95.0,,,,1,,1,0.0,0.0
DYC-US-220428-Denison-562-Opt02,DYC-US-220428-Denison-562-Opt02,1666975078DH76,,250.000000,234,2022-05-07 18:34:35+00:00,2022-10-28 23:37:58+00:00,,,,,250.000000,0.000000,0E-10,2022-05-07,2022-06-03,76,73,94.0,,,,1,,1,0.0,0.0
DYC-AU-220317-Buckettys-56cm,DYC-AU-220317-Buckettys,1666975078DH80,,210.000000,234,2022-05-09 13:58:47+00:00,2022-10-28 23:37:59+00:00,,,,,210.000000,0.000000,0E-10,2022-05-09,2022-06-13,80,75,105.0,,,,1,,1,0.0,0.0
DYC-AU-220317-Buckettys-58cm,DYC-AU-220317-Buckettys,1666975079DH81,,210.000000,234,2022-05-09 14:00:13+00:00,2022-10-28 23:37:59+00:00,,,,,211.000000,0.000000,0E-10,2022-05-09,2022-06-13,81,75,106.0,,,,1,,1,0.0,0.0
AD-220305-REDFILLS PATCH & PATTERN 2,AD-220305-REDFILLS PATCH & PATTERN 2,1666975079DH83,,200.000000,234,2022-05-09 14:09:25+00:00,2022-10-28 23:37:59+00:00,,,,,200.000000,0.000000,0E-10,2022-05-09,2022-06-01,83,2,232.0,,,,1,,1,0.0,0.0
DYC-AU-220504-Wolf Lane Distillery,DYC-AU-220504-Wolf Lane Distillery,1666975079DH85,,100.000000,234,2022-05-09 14:52:10+00:00,2022-10-28 23:37:59+00:00,,,,,101.000000,0.000000,0E-10,2022-05-09,2022-06-08,85,75,109.0,,,,1,,1,0.0,0.0
DYC-AU-220505-BJS Landscaping,DYC-AU-220505-BJS Landscaping,1666975079DH86,,25.000000,234,2022-05-09 15:00:09+00:00,2022-10-28 23:37:59+00:00,,,,,25.000000,0.000000,0E-10,2022-05-09,2022-06-08,86,75,88.0,,,,1,,1,0.0,0.0
TTD-220410-PARAPACK BLACK,TTD-220410-PARAPACK BLACK,1666975079DH87,,350.000000,240,2022-05-09 15:35:19+00:00,2022-10-28 23:37:59+00:00,,,,,351.000000,0.000000,6.1500000000,2022-05-09,2022-06-22,87,59,233.0,,,2.0,2,,1,22800.0,140220.0
TTD-220410-PARAPACK POOL GREEN,TTD-220410-PARAPACK POOL GREEN,1666975079DH88,,200.000000,240,2022-05-09 15:35:47+00:00,2022-10-28 23:37:59+00:00,,,,,201.000000,0.000000,6.1500000000,2022-05-09,2022-06-22,88,59,233.0,,,2.0,2,,1,22800.0,140220.0
TTD-220509-PARAPACK LITE NAVY MIX,TTD-220509-PARAPACK LITE NAVY MIX,1666975079DH92,,200.000000,240,2022-05-09 15:36:05+00:00,2022-10-28 23:38:00+00:00,,,,,201.000000,0.000000,5.9500000000,2022-05-09,2022-06-22,92,59,233.0,,,2.0,2,,1,22800.0,135660.0
TTD-220410-PARAPACK LITE BEIGE,TTD-220410-PARAPACK LITE BEIGE,1666975080DH89,,200.000000,240,2022-05-09 15:36:28+00:00,2022-10-28 23:38:00+00:00,,,,,201.000000,0.000000,5.9500000000,2022-05-09,2022-06-22,89,59,233.0,,,2.0,2,,1,22800.0,135660.0
TTD-220410-PARAPACK LITE BLACK,TTD-220410-PARAPACK LITE BLACK,1666975080DH91,,350.000000,240,2022-05-09 15:36:49+00:00,2022-10-28 23:38:00+00:00,,,,,352.000000,0.000000,5.9500000000,2022-05-09,2022-06-22,91,59,233.0,,,2.0,2,,1,22800.0,135660.0
TTD-220410-PARAPACK LITE CHARCOAL,TTD-220410-PARAPACK LITE CHARCOAL,1666975080DH90,,250.000000,240,2022-05-09 15:37:05+00:00,2022-10-28 23:38:00+00:00,,,,,251.000000,0.000000,5.9500000000,2022-05-09,2022-06-22,90,59,233.0,,,2.0,2,,1,22800.0,135660.0
ROV-220312-HAWK TRUCKER_v1,ROV-220312-HAWK TRUCKER_v1,1666975080DH93,,250.000000,240,2022-05-09 15:46:49+00:00,2022-10-28 23:38:00+00:00,,,,,255.000000,0.000000,4.8500000000,2022-05-09,2022-06-15,93,12,137.0,,,2.0,2,,1,22800.0,110580.0
BF-220402-PEMBROKE HUF OLIVE,BF-220402-PEMBROKE HUF,1666975080DH24,,200.000000,346,2022-05-10 09:08:54+00:00,2022-10-28 23:38:00+00:00,,,,,200.000000,0.000000,0E-10,2022-05-10,2022-06-06,24,5,71.0,,,2.0,2,,1,0.0,0.0
HM-220505-VOLANE ART,HM-220505-VOLANE ART,1666975080DH99,,51.000000,240,2022-05-10 15:08:45+00:00,2022-10-28 23:38:00+00:00,,,,,52.000000,0.000000,0E-10,2022-05-10,2022-06-18,99,1,168.0,,,2.0,2,,1,22800.0,0.0
HM-220509-CMW,HM-220509-CMW,1666975080DH100,,201.000000,240,2022-05-10 16:45:07+00:00,2022-10-28 23:38:00+00:00,,,,,201.000000,0.000000,0E-10,2022-05-10,2022-06-18,100,1,240.0,,,2.0,2,,1,22800.0,0.0
PH-220504-SPOTTED FIN STORM GREY,PH-220504-SPOTTED FIN STORM GREY,1666975080DH101,,100.000000,240,2022-05-10 16:45:47+00:00,2022-10-28 23:38:01+00:00,,,,,101.000000,0.000000,0E-10,2022-05-10,2022-06-15,101,21,240.0,,,2.0,2,,1,22800.0,0.0
PH-220504-SPOTTED FIN OLIVE,PH-220504-SPOTTED FIN OLIVE,1666975081DH102,,100.000000,240,2022-05-10 16:46:14+00:00,2022-10-28 23:38:01+00:00,,,,,101.000000,0.000000,0E-10,2022-05-10,2022-06-15,102,21,240.0,,,2.0,2,,1,22800.0,0.0
DYC-AU-220317-Buckettys-60cm,DYC-AU-220317-Buckettys,1666975081DH82,,80.000000,234,2022-05-11 12:31:25+00:00,2022-10-28 23:38:01+00:00,,,,,80.000000,0.000000,0E-10,2022-05-11,2022-06-13,82,75,107.0,,,,1,,1,0.0,0.0
R2B-98-AC2203529 MIGROS INDUSTRIE,R2B-98-AC2203529 MIGROS INDUSTRIE,1666975081DH109,,500.000000,240,2022-05-12 09:15:27+00:00,2022-10-28 23:38:01+00:00,,,,,501.000000,0.000000,0E-10,2022-05-12,2022-06-04,109,15,130.0,,,2.0,2,,1,22800.0,0.0
TTD-220429-GF STYLE 10 (2020),TTD-220429-GF,1666975081DH45,,318.000000,346,2022-05-12 09:20:20+00:00,2022-10-28 23:38:01+00:00,,,,,318.000000,0.000000,0E-10,2022-05-12,2022-06-15,45,7,37.0,,,2.0,2,,1,0.0,0.0
DYC-AU-220511-Action Metal,DYC-AU-220511-Action Metal,1666975081DH110,,100.000000,234,2022-05-12 11:08:32+00:00,2022-10-28 23:38:01+00:00,,,,,101.000000,0.000000,0E-10,2022-05-12,2022-06-10,110,75,94.0,,,,1,,1,0.0,0.0
JP-220331-MUGEN TRUCKER 2022,JP-220331-MUGEN TRUCKER 2022,1666975081DH111,,300.000000,240,2022-05-12 12:51:50+00:00,2022-10-28 23:38:01+00:00,,,,,302.000000,0.000000,0E-10,2022-05-12,2022-06-24,111,3,120.0,,,2.0,2,,1,22800.0,0.0
CIE-220224-CLB Harricana,CIE-220224-CLB Harricana,1666975081DH108,,300.000000,346,2022-05-12 15:17:32+00:00,2022-10-28 23:38:01+00:00,,,,,303.000000,0.000000,6.8370000000,2022-05-12,2022-06-13,108,9,219.0,,,2.0,2,,1,22800.0,155883.6
HM-220512-TRENZ,HM-220512-TRENZ,1666975081DH113,,100.000000,240,2022-05-13 13:51:26+00:00,2022-10-28 23:38:02+00:00,,,,,100.000000,0.000000,0E-10,2022-05-13,2022-06-24,113,1,240.0,,,2.0,2,,1,22800.0,0.0
