code,name,qrcode,description,quantity,creator_id,created_at,updated_at,deleted_at,color,size,po,tolerance,loss_percentage,price,started_at,completed_at,order_id,customer_id,product_pattern_id,supplier_delivery_id,tax_id,payment_method_id,currency_id,debit_detail_id,is_complete,vnd_exchange_rate,vnd_exchange
AD-220628-REDFILLS SIGNATURE IR PATCH NYLON,AD-220628-REDFILLS,1666975182DH837,,301.000000,346,2022-06-29 16:40:03+00:00,2022-10-28 23:39:42+00:00,,,,,301.000000,0.000000,0E-10,2022-06-29,2022-08-10,837,2,412.0,,,2.0,2,,1,22800.0,0.0
HM-220629-FENDT,HM-220629-FENDT,1666975182DH838,,6000.000000,240,2022-06-29 16:52:38+00:00,2022-10-28 23:39:42+00:00,,,,,6000.000000,0.000000,0E-10,2022-06-29,2022-08-10,838,1,240.0,,,2.0,2,,1,22800.0,0.0
JP-220629-MASK DINOSAUR ADULT,JP-220629-MASK DINOSAUR ADULT,1666975182DH839,,255.000000,240,2022-06-29 16:54:38+00:00,2022-10-28 23:39:42+00:00,,,,,255.000000,0.000000,0E-10,2022-06-29,2022-07-22,839,3,115.0,,,2.0,2,,1,22800.0,0.0
JP-220629-MASK DINOSAUR KIDS,JP-220629-MASK DINOSAUR KIDS,1666975182DH840,,505.000000,240,2022-06-29 16:55:11+00:00,2022-10-28 23:39:43+00:00,,,,,505.000000,0.000000,0E-10,2022-06-29,2022-07-22,840,3,117.0,,,2.0,2,,1,22800.0,0.0
TTDSTU-220627-SG570-Pale Banana-Blank,TTDSTU-220627-SG570-Pale Banana-Blank,1666975183DH841,,300.000000,234,2022-06-29 17:06:49+00:00,2022-10-28 23:39:43+00:00,,,,,300.000000,0.000000,0E-10,2022-06-29,2022-07-30,841,8,344.0,,,,2,,1,22800.0,0.0
TTDKTY-220627-ST570-Fandango Pink-Blank,TTDKTY-220627-ST570-Fandango Pink-Blank,1666975183DH842,,300.000000,234,2022-06-29 17:16:35+00:00,2022-10-28 23:39:43+00:00,,,,,300.000000,0.000000,0E-10,2022-06-29,2022-07-30,842,8,332.0,,,,2,,1,22800.0,0.0
TTDKTY-220627-VV520-Fandango Pink-Slide,TTDKTY-220627-VV520-Fandango Pink-Slide,1666975183DH843,,500.000000,234,2022-06-29 17:17:59+00:00,2022-10-28 23:39:43+00:00,,,,,500.000000,0.000000,0E-10,2022-06-29,2022-07-30,843,8,379.0,,,,2,,1,22800.0,0.0
KIDS ARCTIC ICE CAP-ML- GRAY ARCTIC NIGHTS,FW22-KIDS ARCTIC ICE CAP- PO 38003,1666975183DH844,,1105.000000,232,2022-06-30 13:00:18+00:00,2022-10-28 23:39:43+00:00,,,,,1105.000000,0.000000,0E-10,2022-06-30,2022-09-15,844,70,296.0,,,3.0,2,,1,22800.0,0.0
KIDS ARCTIC ICE CAP-ML- PURPLE ARCTIC NIGHTS,FW22-KIDS ARCTIC ICE CAP- PO 38003,1666975183DH845,,1105.000000,232,2022-06-30 13:02:34+00:00,2022-10-28 23:39:43+00:00,,,,,1105.000000,0.000000,0E-10,2022-06-30,2022-09-15,845,70,297.0,,,3.0,2,,1,22800.0,0.0
KIDS ARCTIC TRAPPER-ML- GRAY ARCTIC NIGHTS,FW22-KIDS ARCTIC TRAPPER- PO 38003,1666975183DH846,,1205.000000,232,2022-06-30 13:04:27+00:00,2022-10-28 23:39:44+00:00,,,,,1205.000000,0.000000,0E-10,2022-06-30,2022-09-15,846,70,299.0,,,3.0,2,,1,22800.0,0.0
KIDS ARCTIC TRAPPER-ML- PURPLE ARCTIC NIGHTS,FW22-KIDS ARCTIC TRAPPER- PO 38003,1666975184DH847,,1205.000000,232,2022-06-30 13:07:14+00:00,2022-10-28 23:39:44+00:00,,,,,1205.000000,0.000000,0E-10,2022-06-30,2022-09-15,847,70,298.0,,,3.0,2,,1,22800.0,0.0
KIDS ARCTIC TRAPPER-ML- MINERAL,FW22-KIDS ARCTIC TRAPPER- PO 38003,1666975184DH848,,905.000000,232,2022-06-30 13:08:29+00:00,2022-10-28 23:39:44+00:00,,,,,905.000000,0.000000,0E-10,2022-06-30,2022-09-15,848,70,414.0,,,3.0,2,,1,22800.0,0.0
KIDS ARCTIC TRAPPER-ML- QUARRY,FW22-KIDS ARCTIC TRAPPER- PO 38003,1666975184DH849,,855.000000,232,2022-06-30 13:09:53+00:00,2022-10-28 23:39:44+00:00,,,,,855.000000,0.000000,0E-10,2022-06-30,2022-09-15,849,70,415.0,,,3.0,2,,1,22800.0,0.0
HM-220627-DSIRE,HM-220627-DSIRE,1666975184DH812,,251.000000,240,2022-06-30 13:12:01+00:00,2022-10-28 23:39:44+00:00,,,,,251.000000,0.000000,0E-10,2022-06-30,2022-08-05,812,1,168.0,,,2.0,2,,1,22800.0,0.0
Brusheline Bucket -LXL -Quarry,SS23-BRUSHLINE BUCKET-PO 38044,1666975184DH851,,1505.000000,232,2022-06-30 16:08:22+00:00,2022-10-28 23:39:44+00:00,,,,,1505.000000,0.000000,0E-10,2022-06-30,2022-10-31,851,70,434.0,,,3.0,2,,0,22800.0,0.0
Brusheline Bucket -SM -Cream-Juniper,SS23-BRUSHLINE BUCKET-PO 38067,1666975184DH852,,2005.000000,232,2022-06-30 16:42:34+00:00,2022-10-28 23:39:45+00:00,,,,,2005.000000,0.000000,0E-10,2022-06-30,2022-10-31,852,70,435.0,,,3.0,2,,0,22800.0,0.0
TTD-220630-TOP GUN,TTD-220630-R.A.D,1666975185DH853,,500.000000,346,2022-07-01 07:18:56+00:00,2022-10-28 23:39:45+00:00,,,,,500.000000,0.000000,4.0200000000,2022-07-01,2022-08-06,853,72,67.0,,,,2,,1,22800.0,91656.0
Flash Cap -OS -Black,SS23-FLASH CAP-PO 38047,1666975185DH855,,3005.000000,232,2022-07-01 09:34:31+00:00,2022-10-28 23:39:45+00:00,,,,,3005.000000,0.000000,0E-10,2022-07-01,2022-10-31,855,70,439.0,,,3.0,2,,0,22800.0,0.0
Flash Cap -OS -White,SS23-FLASH CAP-PO 38047,1666975185DH856,,3305.000000,232,2022-07-01 09:39:38+00:00,2022-10-28 23:39:45+00:00,,,,,3305.000000,0.000000,0E-10,2022-07-01,2022-10-31,856,70,441.0,,,3.0,2,,0,22800.0,0.0
Flash Cap -OS -Captains Navy,SS23-FLASH CAP-PO 38047,1666975185DH857,,1905.000000,232,2022-07-01 09:41:44+00:00,2022-10-28 23:39:45+00:00,,,,,1905.000000,0.000000,0E-10,2022-07-01,2022-10-31,857,70,440.0,,,3.0,2,,0,22800.0,0.0
TTD-220627-ZVN29905-SuperPro Mask,TTD-220627-ZVN29905-SuperPro Mask,1666975185DH860,<p>Lưu &yacute;: Reorder TTD-210817-ZVN24714-SuperPro Mask</p>,500.000000,234,2022-07-01 11:20:45+00:00,2022-10-28 23:39:45+00:00,,,,,500.000000,0.000000,0E-10,2022-07-01,2022-08-13,860,19,110.0,,,,1,,1,0.0,0.0
Brusheline  Bucket -SM -Quarry,SS23-BRUSHLINE BUCKET-PO 38044,1666975185DH850,,1405.000000,232,2022-07-01 13:01:16+00:00,2022-10-28 23:39:46+00:00,,,,,1405.000000,0.000000,0E-10,2022-07-01,2022-10-31,850,70,433.0,,,3.0,2,,0,22800.0,0.0
TTD-220627-ZVN29905-Whiteline,TTD-220627-ZVN29905-Whiteline,1666975186DH859,"<p>Lưu &yacute;:</p>
<p>Reorder TTD-220126-ZVN27334 Whiteline</p>
<p>K&eacute;t 1/2 sandwich: k&eacute;t dưới d&ugrave;ng dao k&eacute;t tr&ecirc;n, k&eacute;t tr&ecirc;n d&ugrave;ng dao k&eacute;t dưới</p>",500.000000,234,2022-07-01 13:30:28+00:00,2022-10-28 23:39:46+00:00,,,,,500.000000,0.000000,0E-10,2022-07-01,2022-08-13,859,19,465.0,,,,1,,1,0.0,0.0
TTD-220627-ZVN29905-Nolathane,TTD-220627-ZVN29905-Nolathane,1666975186DH858,<p>Lưu &yacute;: Reorder TTD-211217-ZVN26341 Nolathane</p>,500.000000,234,2022-07-01 13:31:02+00:00,2022-10-28 23:39:46+00:00,,,,,500.000000,0.000000,0E-10,2022-07-01,2022-08-13,858,19,99.0,,,,1,,1,0.0,0.0
Brusheline Bucket -LXL-Cream-Juniper,SS23-BRUSHLINE BUCKET-PO 38067,1666975186DH861,,2002.000000,232,2022-07-01 13:42:47+00:00,2022-10-28 23:39:46+00:00,,,,,2002.000000,0.000000,0E-10,2022-07-01,2022-10-31,861,70,436.0,,,3.0,2,,0,22800.0,0.0
Brusheline Bucket -SM - Mineral-Timber,SS23-BRUSHLINE BUCKET-PO 38067,1666975186DH862,,2102.000000,232,2022-07-01 13:51:20+00:00,2022-10-28 23:39:46+00:00,,,,,2102.000000,0.000000,0E-10,2022-07-01,2022-10-31,862,70,537.0,,,3.0,2,,0,22800.0,0.0
Brusheline Bucket -LXL- Mineral-Timber,SS23-BRUSHLINE BUCKET-PO 38067,1666975186DH863,,1802.000000,232,2022-07-01 13:53:17+00:00,2022-10-28 23:39:46+00:00,,,,,1802.000000,0.000000,0E-10,2022-07-01,2022-10-31,863,70,538.0,,,3.0,2,,0,22800.0,0.0
HM-220630-BS BLACK,HM-220630-BS BLACK,1666975186DH864,,101.000000,240,2022-07-01 15:29:21+00:00,2022-10-28 23:39:47+00:00,,,,,101.000000,0.000000,0E-10,2022-07-01,2022-08-12,864,1,182.0,,,2.0,2,,1,22800.0,0.0
HM-220630-BS BLACK GREEN BEIGE,HM-220630-BS BLACK GREEN BEIGE,1666975187DH865,,101.000000,240,2022-07-01 15:29:45+00:00,2022-10-28 23:39:47+00:00,,,,,101.000000,0.000000,0E-10,2022-07-01,2022-08-12,865,1,182.0,,,2.0,2,,1,22800.0,0.0
HM-220630-BS NAVY DENIM,HM-220630-BS NAVY DENIM,1666975187DH866,,51.000000,240,2022-07-01 15:30:03+00:00,2022-10-28 23:39:47+00:00,,,,,51.000000,0.000000,0E-10,2022-07-01,2022-08-12,866,1,182.0,,,2.0,2,,1,22800.0,0.0
HM-220630-BS ROYAL WHITE SCARLET,HM-220630-BS ROYAL WHITE SCARLET,1666975187DH867,,51.000000,240,2022-07-01 15:30:21+00:00,2022-10-28 23:39:47+00:00,,,,,51.000000,0.000000,0E-10,2022-07-01,2022-08-12,867,1,182.0,,,2.0,2,,1,22800.0,0.0
R2B-112-AC22061217 MORAND,R2B-112-AC22061217 MORAND,1666975187DH868,,100.000000,240,2022-07-01 15:31:05+00:00,2022-10-28 23:39:47+00:00,,,,,100.000000,0.000000,0E-10,2022-07-01,2022-08-05,868,15,130.0,,,2.0,2,,1,22800.0,0.0
HM-220630-SV AASEN BASEBALL,HM-220630-SV AASEN BASEBALL,1666975187DH869,,101.000000,240,2022-07-01 15:31:49+00:00,2022-10-28 23:39:47+00:00,,,,,101.000000,0.000000,0E-10,2022-07-01,2022-08-12,869,1,188.0,,,2.0,2,,1,22800.0,0.0
HM-220630-SV AASEN BUCKET,HM-220630-SV AASEN BUCKET,1666975187DH870,,101.000000,240,2022-07-01 15:32:34+00:00,2022-10-28 23:39:48+00:00,,,,,101.000000,0.000000,0E-10,2022-07-01,2022-08-12,870,1,256.0,,,2.0,2,,1,22800.0,0.0
DYC-CH1-220629-Air-Glaciers SA,DYC-CH1-220629-Air-Glaciers SA,1666975188DH871,,502.000000,234,2022-07-01 17:05:28+00:00,2022-10-28 23:39:48+00:00,,,,,502.000000,0.000000,0E-10,2022-07-01,2022-08-03,871,74,96.0,,,,2,,1,22800.0,0.0
HM-220630-PZ TUNING MASK,HM-220630-PZ TUNING MASK,1666975188DH872,,101.000000,240,2022-07-01 17:19:27+00:00,2022-10-28 23:39:48+00:00,,,,,101.000000,0.000000,0E-10,2022-07-01,2022-08-05,872,1,174.0,,,2.0,2,,1,22800.0,0.0
HM-220630-PZ TUNING PATCH,HM-220630-PZ TUNING PATCH,1666975188DH873,,101.000000,240,2022-07-01 17:19:50+00:00,2022-10-28 23:39:48+00:00,,,,,101.000000,0.000000,0E-10,2022-07-01,2022-08-12,873,1,174.0,,,2.0,2,,1,22800.0,0.0
HM-220630-PZ TUNING PZ,HM-220630-PZ TUNING PZ,1666975188DH874,,101.000000,240,2022-07-01 17:20:07+00:00,2022-10-28 23:39:48+00:00,,,,,101.000000,0.000000,0E-10,2022-07-01,2022-08-05,874,1,174.0,,,2.0,2,,1,22800.0,0.0
HM-220630-PZ TUNING VICE BLUE,HM-220630-PZ TUNING VICE BLUE,1666975188DH875,,101.000000,240,2022-07-01 17:20:26+00:00,2022-10-28 23:39:48+00:00,,,,,101.000000,0.000000,0E-10,2022-07-01,2022-08-19,875,1,174.0,,,2.0,2,,1,22800.0,0.0
TTD-220630-BIS VINCOM HAT FUNDINO,TTD-220630-BIS,1666975188DH876,,25.000000,346,2022-07-04 10:25:57+00:00,2022-10-28 23:39:48+00:00,,,,,25.000000,0.000000,0E-10,2022-07-04,2022-07-15,876,18,398.0,,,,1,,1,0.0,0.0
Charter Escape Hat-Lar-Captain's Navy,SS23-CHARTER ESCAPE HAT- PO 38045,1666975188DH877,,502.000000,232,2022-07-04 14:04:43+00:00,2022-11-04 15:52:35+00:00,,,,,502.000000,0.000000,0E-10,2022-07-04,2022-09-30,877,70,471.0,,,3.0,2,,1,22800.0,0.0
DYC-AU-220704-Dad and Dave,DYC-AU-220704-Dad and Dave,1666975188DH884,,100.000000,234,2022-07-04 14:26:21+00:00,2022-10-28 23:39:49+00:00,,,,,100.000000,0.000000,0E-10,2022-07-04,2022-08-03,884,75,87.0,,,,2,,1,22800.0,0.0
JOK-13-PHILIPPE ROUX,JOK-13-PHILIPPE ROUX,1666975189DH888,,250.000000,240,2022-07-04 15:16:06+00:00,2022-10-28 23:39:49+00:00,,,,,250.000000,0.000000,0E-10,2022-07-04,2022-08-09,888,22,421.0,,,2.0,2,,1,22800.0,0.0
DYC-US-220630-Holman-594-Opt01,DYC-US-220630-Holman-594-Opt01,1666975189DH889,,100.000000,234,2022-07-04 16:07:13+00:00,2022-10-28 23:39:49+00:00,,,,,100.000000,0.000000,0E-10,2022-07-04,2022-08-03,889,73,89.0,,,,2,,1,22800.0,0.0
DYC-US-220630-Holman-594-Opt02,DYC-US-220630-Holman-594-Opt02,1666975189DH890,,100.000000,234,2022-07-04 16:07:41+00:00,2022-10-28 23:39:49+00:00,,,,,100.000000,0.000000,0E-10,2022-07-04,2022-08-03,890,73,89.0,,,,2,,1,22800.0,0.0
DYC-US-220630-Holman-594-Opt03,DYC-US-220630-Holman-594-Opt03,1666975189DH891,,100.000000,234,2022-07-04 16:08:04+00:00,2022-10-28 23:39:49+00:00,,,,,100.000000,0.000000,0E-10,2022-07-04,2022-08-03,891,73,89.0,,,,2,,1,22800.0,0.0
CIE-211222-BNDCKHat Carbon - Iconic VC - Cormon - SM,CIE-211222-D1&D2 2023,1666975189DH581,,8.000000,236,2022-07-04 16:20:57+00:00,2022-10-28 23:39:49+00:00,,,,,8.000000,10.000000,10.7000000000,2022-07-04,2022-07-11,581,9,231.0,,,2.0,2,,1,22800.0,243960.0
AD-220705-YELIR 3Y RED WHITE,AD-220705-YELIR,1666975190DH892,,500.000000,346,2022-07-04 21:46:14+00:00,2022-10-28 23:39:50+00:00,,,,,500.000000,0.000000,0E-10,2022-07-04,2022-08-15,892,2,401.0,,,2.0,2,,1,22800.0,0.0
TTD-220705-POTTU & SEITZ SA,TTD-220705-POTTU & SEITZ SA,1666975190DH893,,100.000000,346,2022-07-05 07:40:15+00:00,2022-10-28 23:39:50+00:00,,,,,100.000000,0.000000,0E-10,2022-07-05,2022-08-13,893,41,148.0,,,,2,,1,22800.0,0.0
DYC-US-220604-Fraser-585,DYC-US-220604-Fraser-585,1666975190DH894,,1000.000000,234,2022-07-05 09:50:17+00:00,2022-10-28 23:39:50+00:00,,,,,1000.000000,0.000000,0E-10,2022-07-05,2022-08-03,894,73,89.0,,,,2,,1,22800.0,0.0
DYC-US-220520-Whico-577-Opt01,DYC-US-220520-Whico-577-Opt01,1666975190DH895,,103.000000,234,2022-07-05 09:58:42+00:00,2022-10-28 23:39:50+00:00,,,,,103.000000,0.000000,0E-10,2022-07-05,2022-08-16,895,73,85.0,,,,2,,1,22800.0,0.0
DYC-US-220520-Whico-577-Opt02,DYC-US-220520-Whico-577-Opt02,1666975190DH896,,253.000000,234,2022-07-05 09:59:23+00:00,2022-10-28 23:39:50+00:00,,,,,253.000000,0.000000,0E-10,2022-07-05,2022-08-16,896,73,85.0,,,,2,,1,22800.0,0.0
DYC-US-220520-Whico-577-Opt03,DYC-US-220520-Whico-577-Opt03,1666975190DH897,,103.000000,234,2022-07-05 10:00:06+00:00,2022-10-28 23:39:51+00:00,,,,,103.000000,0.000000,0E-10,2022-07-05,2022-08-16,897,73,85.0,,,,2,,1,22800.0,0.0
DYC-US-220520-Whico-577-Opt04,DYC-US-220520-Whico-577-Opt04,1666975191DH898,,103.000000,234,2022-07-05 10:00:36+00:00,2022-10-28 23:39:51+00:00,,,,,103.000000,0.000000,0E-10,2022-07-05,2022-08-16,898,73,85.0,,,,2,,1,22800.0,0.0
DYC-US-220520-Whico-577-Opt06,DYC-US-220520-Whico-577-Opt06,1666975191DH899,,253.000000,234,2022-07-05 10:01:11+00:00,2022-10-28 23:39:51+00:00,,,,,253.000000,0.000000,0E-10,2022-07-05,2022-08-16,899,73,85.0,,,,2,,1,22800.0,0.0
DYC-US-220520-Whico-577-Opt11,DYC-US-220520-Whico-577-Opt11,1666975191DH900,,103.000000,234,2022-07-05 10:01:47+00:00,2022-10-28 23:39:51+00:00,,,,,103.000000,0.000000,0E-10,2022-07-05,2022-08-16,900,73,85.0,,,,2,,1,22800.0,0.0
DYC-US-220520-Whico-577-Opt12,DYC-US-220520-Whico-577-Opt12,1666975191DH901,,103.000000,234,2022-07-05 10:02:15+00:00,2022-10-28 23:39:51+00:00,,,,,103.000000,0.000000,0E-10,2022-07-05,2022-08-16,901,73,85.0,,,,2,,1,22800.0,0.0
DYC-US-220520-Whico-577-Opt07,DYC-US-220520-Whico-577-Opt07,1666975191DH902,,103.000000,234,2022-07-05 10:03:07+00:00,2022-10-28 23:39:51+00:00,,,,,103.000000,0.000000,0E-10,2022-07-05,2022-08-16,902,73,96.0,,,,2,,1,22800.0,0.0
DYC-US-220520-Whico-577-Opt08,DYC-US-220520-Whico-577-Opt08,1666975191DH903,,103.000000,234,2022-07-05 10:03:32+00:00,2022-10-28 23:39:51+00:00,,,,,103.000000,0.000000,0E-10,2022-07-05,2022-08-16,903,73,96.0,,,,2,,1,22800.0,0.0
DYC-US-220520-Whico-577-Opt09,DYC-US-220520-Whico-577-Opt09,1666975191DH904,,103.000000,234,2022-07-05 10:03:58+00:00,2022-10-28 23:39:52+00:00,,,,,103.000000,0.000000,0E-10,2022-07-05,2022-08-16,904,73,96.0,,,,2,,1,22800.0,0.0
DYC-US-220520-Whico-577-Opt10,DYC-US-220520-Whico-577-Opt10,1666975192DH905,,103.000000,234,2022-07-05 10:04:29+00:00,2022-10-28 23:39:52+00:00,,,,,103.000000,0.000000,0E-10,2022-07-05,2022-08-16,905,73,96.0,,,,2,,1,22800.0,0.0
DYC-US-220520-Whico-577-Opt13,DYC-US-220520-Whico-577-Opt13,1666975192DH906,,103.000000,234,2022-07-05 10:05:01+00:00,2022-10-28 23:39:52+00:00,,,,,103.000000,0.000000,0E-10,2022-07-05,2022-08-16,906,73,96.0,,,,2,,1,22800.0,0.0
DYC-US-220520-Whico-577-Opt14,DYC-US-220520-Whico-577-Opt14,1666975192DH907,,103.000000,234,2022-07-05 10:05:30+00:00,2022-10-28 23:39:52+00:00,,,,,103.000000,0.000000,0E-10,2022-07-05,2022-08-16,907,73,96.0,,,,2,,1,22800.0,0.0
DYC-US-220520-Whico-577-Opt15,DYC-US-220520-Whico-577-Opt15,1666975192DH908,,103.000000,234,2022-07-05 10:06:01+00:00,2022-10-28 23:39:52+00:00,,,,,103.000000,0.000000,0E-10,2022-07-05,2022-08-16,908,73,96.0,,,,2,,1,22800.0,0.0
TTDSTU-220602-SG570-Anemone-Desert Mountain,TTDSTU-220602-SG570-Anemone-Desert Mountain,1666975192DH911,,50.000000,234,2022-07-05 13:03:57+00:00,2022-10-28 23:39:52+00:00,,,,,50.000000,0.000000,0E-10,2022-07-05,2022-07-07,911,8,322.0,,,,2,,1,22800.0,0.0
TTDSTU-220602-SG570-Grape Compote-Desert Mountain,TTDSTU-220602-SG570-Grape Compote-Desert Mountain,1666975192DH910,,50.000000,234,2022-07-05 13:17:16+00:00,2022-10-28 23:39:52+00:00,,,,,50.000000,0.000000,0E-10,2022-07-05,2022-07-07,910,8,331.0,,,,2,,1,22800.0,0.0
R2B-108-AC2202323 R2B két cong_v1,R2B-108-AC2202323 R2B két cong_v1,1666975192DH913,,100.000000,240,2022-07-05 16:18:29+00:00,2022-10-28 23:39:52+00:00,,,,,100.000000,0.000000,0E-10,2022-07-05,2022-08-12,913,15,130.0,,,2.0,2,,1,22800.0,0.0
ROV-220705-YS-LINEART,ROV-220705-YS-LINEART,1666975192DH923,,506.000000,240,2022-07-06 13:39:04+00:00,2022-10-28 23:39:52+00:00,,,,,506.000000,0.000000,0E-10,2022-07-06,2022-08-31,923,12,135.0,,,2.0,2,,1,22800.0,0.0
R2B-108-AC2202323 R2B két thẳng,R2B-108-AC2202323 R2B két thẳng,1666975193DH929,,100.000000,240,2022-07-06 14:52:10+00:00,2022-10-28 23:39:53+00:00,,,,,100.000000,0.000000,0E-10,2022-07-06,2022-08-12,929,15,480.0,,,2.0,2,,1,22800.0,0.0
DYC-CH1-220530-Swiss Red Cross Ball-Opt01,DYC-CH1-220530-Swiss Red Cross Ball-Opt01,1666975193DH930,,607.000000,234,2022-07-06 21:05:45+00:00,2022-10-28 23:39:53+00:00,,,,,607.000000,0.000000,0E-10,2022-07-06,2022-08-15,930,74,92.0,,,,2,,1,22800.0,0.0
HM-220602-DAF BUCKET,HM-220602-DAF BUCKET,1666975193DH931,,101.000000,240,2022-07-07 09:14:37+00:00,2022-10-28 23:39:53+00:00,,,,,101.000000,0.000000,0E-10,2022-07-07,2022-08-05,931,1,256.0,,,2.0,2,,1,22800.0,0.0
HM-220706-WEBER WERKEHOLICS SNAPBACK BLACK,HM-220706-WEBER WERKEHOLICS SNAPBACK BLACK,1666975193DH932,,100.000000,240,2022-07-07 10:25:43+00:00,2022-10-28 23:39:53+00:00,,,,,100.000000,0.000000,0E-10,2022-07-07,2022-08-19,932,1,174.0,,,2.0,2,,1,22800.0,0.0
HM-220706-WEBER WERKEHOLICS SNAPBACK STORM GRAY,HM-220706-WEBER WERKEHOLICS SNAPBACK STORM GRAY,1666975193DH933,,100.000000,240,2022-07-07 10:26:02+00:00,2022-10-28 23:39:53+00:00,,,,,100.000000,0.000000,0E-10,2022-07-07,2022-08-19,933,1,174.0,,,2.0,2,,1,22800.0,0.0
HM-220706-WEBER WERKEHOLICS SNAPBACK STORM GRAY BLACK,HM-220706-WEBER WERKEHOLICS SNAPBACK STORM GRAY BLACK,1666975193DH934,,100.000000,240,2022-07-07 10:26:21+00:00,2022-10-28 23:39:53+00:00,,,,,100.000000,0.000000,0E-10,2022-07-07,2022-08-19,934,1,174.0,,,2.0,2,,1,22800.0,0.0
HM-220706-WEBER RIDERS BLACK,HM-220706-WEBER RIDERS BLACK,1666975193DH935,,100.000000,240,2022-07-07 10:36:13+00:00,2022-10-28 23:39:53+00:00,,,,,100.000000,0.000000,0E-10,2022-07-07,2022-08-19,935,1,174.0,,,2.0,2,,1,22800.0,0.0
HM-220706-WEBER RIDERS STORM GRAY BLACK,HM-220706-WEBER RIDERS STORM GRAY BLACK,1666975193DH936,,100.000000,240,2022-07-07 10:36:31+00:00,2022-10-28 23:39:53+00:00,,,,,100.000000,0.000000,0E-10,2022-07-07,2022-08-19,936,1,174.0,,,2.0,2,,1,22800.0,0.0
HM-220706-WEBER RIDERS STORM GRAY YELLOW,HM-220706-WEBER RIDERS STORM GRAY YELLOW,1666975193DH937,,100.000000,240,2022-07-07 10:36:53+00:00,2022-10-28 23:39:54+00:00,,,,,100.000000,0.000000,0E-10,2022-07-07,2022-08-19,937,1,174.0,,,2.0,2,,1,22800.0,0.0
HM-220706-WEBER FIST,HM-220706-WEBER FIST,1666975194DH938,,100.000000,240,2022-07-07 10:46:01+00:00,2022-10-28 23:39:54+00:00,,,,,100.000000,0.000000,0E-10,2022-07-07,2022-08-19,938,1,174.0,,,2.0,2,,1,22800.0,0.0
HM-220706-WEBER TWEED MAROON,HM-220706-WEBER TWEED MAROON,1666975194DH939,,100.000000,240,2022-07-07 10:46:22+00:00,2022-10-28 23:39:54+00:00,,,,,100.000000,0.000000,0E-10,2022-07-07,2022-08-19,939,1,174.0,,,2.0,2,,1,22800.0,0.0
HM-220706-WEBER LEATHER PATCH,HM-220706-WEBER LEATHER PATCH,1666975194DH940,,100.000000,240,2022-07-07 10:47:26+00:00,2022-10-28 23:39:54+00:00,,,,,100.000000,0.000000,0E-10,2022-07-07,2022-08-19,940,1,174.0,,,2.0,2,,1,22800.0,0.0
HM-220706-WEBER WOVEN PATCH,HM-220706-WEBER WOVEN PATCH,1666975194DH941,,100.000000,240,2022-07-07 10:47:44+00:00,2022-10-28 23:39:54+00:00,,,,,100.000000,0.000000,0E-10,2022-07-07,2022-08-19,941,1,174.0,,,2.0,2,,1,22800.0,0.0
HM-220706-WEBER WERKEHOLICS TRUCKER,HM-220706-WEBER WERKEHOLICS TRUCKER,1666975194DH942,,100.000000,240,2022-07-07 12:35:52+00:00,2022-10-28 23:39:54+00:00,,,,,100.000000,0.000000,0E-10,2022-07-07,2022-08-19,942,1,481.0,,,2.0,2,,1,22800.0,0.0
HM-220706-WEBER WERKEHOLICS BASEBALL BLACK,HM-220706-WEBER WERKEHOLICS BASEBALL BLACK,1666975194DH943,,100.000000,240,2022-07-07 12:36:24+00:00,2022-10-28 23:39:54+00:00,,,,,100.000000,0.000000,0E-10,2022-07-07,2022-08-19,943,1,482.0,,,2.0,2,,1,22800.0,0.0
HM-220706-WEBER WERKEHOLICS BASEBALL STORM GRAY,HM-220706-WEBER WERKEHOLICS BASEBALL STORM GRAY,1666975194DH944,,100.000000,240,2022-07-07 12:37:05+00:00,2022-10-28 23:39:54+00:00,,,,,100.000000,0.000000,0E-10,2022-07-07,2022-08-19,944,1,482.0,,,2.0,2,,1,22800.0,0.0
HM-220706-WEBER RIDERS STORM GRAY BLACK KIDS,HM-220706-WEBER RIDERS STORM GRAY BLACK KIDS,1666975194DH945,,100.000000,240,2022-07-07 12:37:36+00:00,2022-10-28 23:39:54+00:00,,,,,100.000000,0.000000,0E-10,2022-07-07,2022-08-19,945,1,483.0,,,2.0,2,,1,22800.0,0.0
HM-220706-WEBER TWEED MAROON KIDS,HM-220706-WEBER TWEED MAROON KIDS,1666975194DH946,,100.000000,240,2022-07-07 12:38:06+00:00,2022-10-28 23:39:55+00:00,,,,,100.000000,0.000000,0E-10,2022-07-07,2022-08-19,946,1,483.0,,,2.0,2,,1,22800.0,0.0
JP-220707-ALMOND EYE 2021,JP-220707-ALMOND EYE 2021,1666975195DH947,,300.000000,240,2022-07-07 13:51:18+00:00,2022-10-28 23:39:55+00:00,,,,,300.000000,0.000000,0E-10,2022-07-07,2022-08-23,947,3,118.0,,,2.0,2,,1,22800.0,0.0
TTD-220706-GF3922-Style 1 (2018),TTD-220706-GF3922,1666975195DH948,,500.000000,346,2022-07-07 13:58:54+00:00,2022-10-28 23:39:55+00:00,,,,,500.000000,0.000000,0E-10,2022-07-07,2022-09-05,948,7,1.0,,,2.0,2,,1,22800.0,0.0
