creator_id,created_at,updated_at,deleted_at,task_id,parent_task_id
369,2022-11-05 08:43:49+00:00,2022-11-05 08:43:49+00:00,,132,131
369,2022-11-05 09:02:02+00:00,2022-11-05 09:02:02+00:00,,136,133
369,2022-11-05 09:02:02+00:00,2022-11-05 09:02:02+00:00,,136,134
369,2022-11-05 09:02:02+00:00,2022-11-05 09:02:02+00:00,,136,135
369,2022-11-05 09:07:56+00:00,2022-11-05 09:07:56+00:00,,140,137
369,2022-11-05 09:07:56+00:00,2022-11-05 09:07:56+00:00,,140,138
369,2022-11-05 09:07:56+00:00,2022-11-05 09:07:56+00:00,,140,139
369,2022-11-05 09:13:34+00:00,2022-11-05 09:13:34+00:00,,144,141
369,2022-11-05 09:13:34+00:00,2022-11-05 09:13:34+00:00,,144,142
369,2022-11-05 09:13:34+00:00,2022-11-05 09:13:34+00:00,,144,143
369,2022-11-07 07:45:26+00:00,2022-11-07 07:45:26+00:00,,147,146
369,2022-11-07 07:45:26+00:00,2022-11-07 07:45:26+00:00,,147,145
369,2022-11-07 07:57:05+00:00,2022-11-07 07:57:05+00:00,,149,148
369,2022-11-07 08:12:10+00:00,2022-11-07 08:12:10+00:00,,151,150
369,2022-11-07 08:30:23+00:00,2022-11-07 08:30:23+00:00,,154,152
369,2022-11-07 08:30:23+00:00,2022-11-07 08:30:23+00:00,,154,153
369,2022-11-07 08:37:39+00:00,2022-11-07 08:37:39+00:00,,156,155
369,2022-11-07 08:45:24+00:00,2022-11-07 08:45:24+00:00,,159,157
369,2022-11-07 08:45:24+00:00,2022-11-07 08:45:24+00:00,,159,158
369,2022-11-07 08:49:59+00:00,2022-11-07 08:49:59+00:00,,161,160
369,2022-11-07 08:51:21+00:00,2022-11-07 08:51:21+00:00,,163,162
369,2022-11-07 09:01:21+00:00,2022-11-07 09:01:21+00:00,,167,164
369,2022-11-07 09:01:21+00:00,2022-11-07 09:01:21+00:00,,167,165
369,2022-11-07 09:01:21+00:00,2022-11-07 09:01:21+00:00,,167,166
369,2022-11-07 13:46:56+00:00,2022-11-07 13:46:56+00:00,,170,168
369,2022-11-07 13:46:56+00:00,2022-11-07 13:46:56+00:00,,170,169
369,2022-11-07 13:56:24+00:00,2022-11-07 13:56:24+00:00,,173,171
369,2022-11-07 13:56:24+00:00,2022-11-07 13:56:24+00:00,,173,172
369,2022-11-08 08:41:03+00:00,2022-11-08 08:41:03+00:00,,184,182
369,2022-11-08 08:41:03+00:00,2022-11-08 08:41:03+00:00,,184,183
369,2022-11-08 08:44:41+00:00,2022-11-08 08:44:41+00:00,,187,185
369,2022-11-08 08:44:41+00:00,2022-11-08 08:44:41+00:00,,187,186
369,2022-11-09 08:37:39+00:00,2022-11-09 08:37:39+00:00,,191,188
369,2022-11-09 08:37:39+00:00,2022-11-09 08:37:39+00:00,,191,189
369,2022-11-09 08:37:39+00:00,2022-11-09 08:37:39+00:00,,191,190
369,2022-11-09 08:44:48+00:00,2022-11-09 08:44:48+00:00,,195,192
369,2022-11-09 08:44:48+00:00,2022-11-09 08:44:48+00:00,,195,193
369,2022-11-09 08:44:48+00:00,2022-11-09 08:44:48+00:00,,195,194
369,2022-11-09 08:52:50+00:00,2022-11-09 08:52:50+00:00,,199,196
369,2022-11-09 08:52:50+00:00,2022-11-09 08:52:50+00:00,,199,197
369,2022-11-09 08:52:50+00:00,2022-11-09 08:52:50+00:00,,199,198
369,2022-11-09 08:59:45+00:00,2022-11-09 08:59:45+00:00,,203,200
369,2022-11-09 08:59:45+00:00,2022-11-09 08:59:45+00:00,,203,201
369,2022-11-09 08:59:45+00:00,2022-11-09 08:59:45+00:00,,203,202
369,2022-11-10 07:40:10+00:00,2022-11-10 07:40:10+00:00,,205,204
369,2022-11-10 07:48:12+00:00,2022-11-10 07:48:12+00:00,,207,206
369,2022-11-10 07:53:12+00:00,2022-11-10 07:53:12+00:00,,209,208
369,2022-11-10 08:12:20+00:00,2022-11-10 08:12:20+00:00,,211,210
369,2022-11-10 09:05:52+00:00,2022-11-10 09:05:52+00:00,,219,216
369,2022-11-10 09:05:52+00:00,2022-11-10 09:05:52+00:00,,219,217
369,2022-11-10 09:05:52+00:00,2022-11-10 09:05:52+00:00,,219,218
369,2022-11-10 10:12:07+00:00,2022-11-10 10:12:07+00:00,,236,233
369,2022-11-10 10:12:07+00:00,2022-11-10 10:12:07+00:00,,236,234
369,2022-11-10 10:12:07+00:00,2022-11-10 10:12:07+00:00,,236,235
369,2022-11-11 07:59:24+00:00,2022-11-11 07:59:24+00:00,,238,237
369,2022-11-11 08:07:32+00:00,2022-11-11 08:07:32+00:00,,240,239
369,2022-11-11 08:13:40+00:00,2022-11-11 08:13:40+00:00,,12,11
369,2022-11-11 08:44:10+00:00,2022-11-11 08:44:10+00:00,,243,241
369,2022-11-11 08:44:10+00:00,2022-11-11 08:44:10+00:00,,243,242
369,2022-11-11 10:14:17+00:00,2022-11-11 10:14:17+00:00,,267,264
369,2022-11-11 10:14:17+00:00,2022-11-11 10:14:17+00:00,,267,265
369,2022-11-11 10:14:17+00:00,2022-11-11 10:14:17+00:00,,267,266
369,2022-11-11 11:26:29+00:00,2022-11-11 11:26:29+00:00,,275,272
369,2022-11-11 11:26:29+00:00,2022-11-11 11:26:29+00:00,,275,273
369,2022-11-11 11:26:29+00:00,2022-11-11 11:26:29+00:00,,275,274
369,2022-11-12 07:37:44+00:00,2022-11-12 07:37:44+00:00,,277,276
369,2022-11-12 08:00:24+00:00,2022-11-12 08:00:24+00:00,,283,282
369,2022-11-12 08:17:12+00:00,2022-11-12 08:17:12+00:00,,285,284
369,2022-11-12 08:20:00+00:00,2022-11-12 08:20:00+00:00,,287,286
369,2022-11-12 08:51:21+00:00,2022-11-12 08:51:21+00:00,,292,289
369,2022-11-12 08:51:21+00:00,2022-11-12 08:51:21+00:00,,292,290
369,2022-11-12 08:51:21+00:00,2022-11-12 08:51:21+00:00,,292,291
369,2022-11-12 09:01:02+00:00,2022-11-12 09:01:02+00:00,,296,293
369,2022-11-12 09:01:02+00:00,2022-11-12 09:01:02+00:00,,296,294
369,2022-11-12 09:01:02+00:00,2022-11-12 09:01:02+00:00,,296,295
369,2022-11-14 07:41:16+00:00,2022-11-14 07:41:16+00:00,,298,297
369,2022-11-14 08:09:35+00:00,2022-11-14 08:09:35+00:00,,302,301
369,2022-11-14 08:51:22+00:00,2022-11-14 08:51:22+00:00,,306,303
369,2022-11-14 08:51:22+00:00,2022-11-14 08:51:22+00:00,,306,304
369,2022-11-14 08:51:22+00:00,2022-11-14 08:51:22+00:00,,306,305
369,2022-11-14 09:05:23+00:00,2022-11-14 09:05:23+00:00,,310,308
369,2022-11-14 09:05:23+00:00,2022-11-14 09:05:23+00:00,,310,307
369,2022-11-14 09:05:24+00:00,2022-11-14 09:05:24+00:00,,310,309
369,2022-11-14 09:10:56+00:00,2022-11-14 09:10:56+00:00,,314,311
369,2022-11-14 09:10:56+00:00,2022-11-14 09:10:56+00:00,,314,312
369,2022-11-14 09:10:56+00:00,2022-11-14 09:10:56+00:00,,314,313
369,2022-11-14 09:25:10+00:00,2022-11-14 09:25:10+00:00,,322,319
369,2022-11-14 09:25:10+00:00,2022-11-14 09:25:10+00:00,,322,320
369,2022-11-14 09:25:10+00:00,2022-11-14 09:25:10+00:00,,322,321
369,2022-11-14 10:09:55+00:00,2022-11-14 10:09:55+00:00,,326,323
369,2022-11-14 10:09:55+00:00,2022-11-14 10:09:55+00:00,,326,324
369,2022-11-14 10:09:55+00:00,2022-11-14 10:09:55+00:00,,326,325
369,2022-11-14 10:20:04+00:00,2022-11-14 10:20:04+00:00,,330,327
369,2022-11-14 10:20:04+00:00,2022-11-14 10:20:04+00:00,,330,328
369,2022-11-14 10:20:04+00:00,2022-11-14 10:20:04+00:00,,330,329
369,2022-11-14 13:30:28+00:00,2022-11-14 13:30:28+00:00,,103,100
369,2022-11-14 13:30:28+00:00,2022-11-14 13:30:28+00:00,,103,101
369,2022-11-14 13:30:28+00:00,2022-11-14 13:30:28+00:00,,103,102
369,2022-11-14 13:41:13+00:00,2022-11-14 13:41:13+00:00,,335,332
369,2022-11-14 13:41:13+00:00,2022-11-14 13:41:13+00:00,,335,333
369,2022-11-14 13:41:13+00:00,2022-11-14 13:41:13+00:00,,335,334
369,2022-11-14 13:45:24+00:00,2022-11-14 13:45:24+00:00,,339,336
369,2022-11-14 13:45:24+00:00,2022-11-14 13:45:24+00:00,,339,337
369,2022-11-14 13:45:24+00:00,2022-11-14 13:45:24+00:00,,339,338
369,2022-11-14 13:57:55+00:00,2022-11-14 13:57:55+00:00,,348,346
369,2022-11-14 13:57:55+00:00,2022-11-14 13:57:55+00:00,,348,347
369,2022-11-14 14:06:34+00:00,2022-11-14 14:06:34+00:00,,352,349
369,2022-11-14 14:06:34+00:00,2022-11-14 14:06:34+00:00,,352,350
369,2022-11-14 14:06:34+00:00,2022-11-14 14:06:34+00:00,,352,351
369,2022-11-14 14:17:32+00:00,2022-11-14 14:17:32+00:00,,359,356
369,2022-11-14 14:17:32+00:00,2022-11-14 14:17:32+00:00,,359,357
369,2022-11-14 14:17:32+00:00,2022-11-14 14:17:32+00:00,,359,358
369,2022-11-14 14:23:56+00:00,2022-11-14 14:23:56+00:00,,363,361
369,2022-11-14 14:23:56+00:00,2022-11-14 14:23:56+00:00,,363,362
369,2022-11-14 14:23:56+00:00,2022-11-14 14:23:56+00:00,,363,360
369,2022-11-14 14:32:18+00:00,2022-11-14 14:32:18+00:00,,365,364
369,2022-11-14 14:45:37+00:00,2022-11-14 14:45:37+00:00,,367,366
369,2022-11-14 14:50:21+00:00,2022-11-14 14:50:21+00:00,,369,368
369,2022-11-14 14:53:09+00:00,2022-11-14 14:53:09+00:00,,371,370
369,2022-11-14 14:56:58+00:00,2022-11-14 14:56:58+00:00,,374,372
369,2022-11-14 14:56:58+00:00,2022-11-14 14:56:58+00:00,,374,373
369,2022-11-15 07:41:37+00:00,2022-11-15 07:41:37+00:00,,96,94
369,2022-11-15 07:41:37+00:00,2022-11-15 07:41:37+00:00,,96,95
369,2022-11-15 07:43:18+00:00,2022-11-15 07:43:18+00:00,,281,280
369,2022-11-15 08:21:03+00:00,2022-11-15 08:21:03+00:00,,376,375
369,2022-11-15 08:52:33+00:00,2022-11-15 08:52:33+00:00,,379,377
369,2022-11-15 08:52:33+00:00,2022-11-15 08:52:33+00:00,,379,378
369,2022-11-15 09:06:06+00:00,2022-11-15 09:06:06+00:00,,386,383
369,2022-11-15 09:06:06+00:00,2022-11-15 09:06:06+00:00,,386,384
369,2022-11-15 09:06:06+00:00,2022-11-15 09:06:06+00:00,,386,385
369,2022-11-15 09:10:58+00:00,2022-11-15 09:10:58+00:00,,390,387
369,2022-11-15 09:10:58+00:00,2022-11-15 09:10:58+00:00,,390,388
369,2022-11-15 09:10:58+00:00,2022-11-15 09:10:58+00:00,,390,389
369,2022-11-15 09:15:40+00:00,2022-11-15 09:15:40+00:00,,394,391
369,2022-11-15 09:15:40+00:00,2022-11-15 09:15:40+00:00,,394,392
369,2022-11-15 09:15:40+00:00,2022-11-15 09:15:40+00:00,,394,393
369,2022-11-15 13:37:02+00:00,2022-11-15 13:37:02+00:00,,398,395
369,2022-11-15 13:37:02+00:00,2022-11-15 13:37:02+00:00,,398,396
369,2022-11-15 13:37:02+00:00,2022-11-15 13:37:02+00:00,,398,397
369,2022-11-15 13:41:15+00:00,2022-11-15 13:41:15+00:00,,400,399
369,2022-11-15 15:10:57+00:00,2022-11-15 15:10:57+00:00,,345,343
369,2022-11-15 15:15:02+00:00,2022-11-15 15:15:02+00:00,,429,427
369,2022-11-15 15:15:02+00:00,2022-11-15 15:15:02+00:00,,429,428
369,2022-11-15 15:19:03+00:00,2022-11-15 15:19:03+00:00,,432,430
369,2022-11-15 15:19:03+00:00,2022-11-15 15:19:03+00:00,,432,431
369,2022-11-15 15:22:50+00:00,2022-11-15 15:22:50+00:00,,434,433
369,2022-11-15 15:28:45+00:00,2022-11-15 15:28:45+00:00,,437,435
369,2022-11-15 15:28:45+00:00,2022-11-15 15:28:45+00:00,,437,436
369,2022-11-15 15:34:09+00:00,2022-11-15 15:34:09+00:00,,440,438
369,2022-11-15 15:34:09+00:00,2022-11-15 15:34:09+00:00,,440,439
369,2022-11-15 15:36:41+00:00,2022-11-15 15:36:41+00:00,,413,410
369,2022-11-15 15:36:41+00:00,2022-11-15 15:36:41+00:00,,413,412
369,2022-11-15 15:36:41+00:00,2022-11-15 15:36:41+00:00,,413,411
369,2022-11-15 15:38:54+00:00,2022-11-15 15:38:54+00:00,,417,414
369,2022-11-15 15:38:54+00:00,2022-11-15 15:38:54+00:00,,417,415
369,2022-11-15 15:38:54+00:00,2022-11-15 15:38:54+00:00,,417,416
369,2022-11-15 15:46:21+00:00,2022-11-15 15:46:21+00:00,,443,441
369,2022-11-15 15:46:21+00:00,2022-11-15 15:46:21+00:00,,443,442
369,2022-11-15 15:49:30+00:00,2022-11-15 15:49:30+00:00,,445,444
369,2022-11-15 15:54:58+00:00,2022-11-15 15:54:58+00:00,,448,446
369,2022-11-15 15:54:58+00:00,2022-11-15 15:54:58+00:00,,448,447
369,2022-11-15 15:57:45+00:00,2022-11-15 15:57:45+00:00,,450,449
369,2022-11-15 16:00:09+00:00,2022-11-15 16:00:09+00:00,,452,451
369,2022-11-15 16:03:36+00:00,2022-11-15 16:03:36+00:00,,420,418
369,2022-11-15 16:03:36+00:00,2022-11-15 16:03:36+00:00,,420,419
369,2022-11-15 16:04:12+00:00,2022-11-15 16:04:12+00:00,,423,421
369,2022-11-15 16:04:12+00:00,2022-11-15 16:04:12+00:00,,423,422
369,2022-11-15 16:05:27+00:00,2022-11-15 16:05:27+00:00,,409,407
369,2022-11-15 16:05:27+00:00,2022-11-15 16:05:27+00:00,,409,408
369,2022-11-15 16:07:06+00:00,2022-11-15 16:07:06+00:00,,403,402
369,2022-11-15 16:07:06+00:00,2022-11-15 16:07:06+00:00,,403,401
369,2022-11-15 16:08:16+00:00,2022-11-15 16:08:16+00:00,,342,340
369,2022-11-15 16:08:56+00:00,2022-11-15 16:08:56+00:00,,382,380
369,2022-11-16 07:56:59+00:00,2022-11-16 07:56:59+00:00,,454,453
369,2022-11-16 08:07:16+00:00,2022-11-16 08:07:16+00:00,,456,455
369,2022-11-16 08:31:38+00:00,2022-11-16 08:31:38+00:00,,460,457
369,2022-11-16 08:31:38+00:00,2022-11-16 08:31:38+00:00,,460,458
369,2022-11-16 08:31:38+00:00,2022-11-16 08:31:38+00:00,,460,459
369,2022-11-16 08:39:49+00:00,2022-11-16 08:39:49+00:00,,464,461
369,2022-11-16 08:39:49+00:00,2022-11-16 08:39:49+00:00,,464,462
369,2022-11-16 08:39:49+00:00,2022-11-16 08:39:49+00:00,,464,463
369,2022-11-16 08:44:02+00:00,2022-11-16 08:44:02+00:00,,468,465
369,2022-11-16 08:44:02+00:00,2022-11-16 08:44:02+00:00,,468,466
369,2022-11-16 08:44:02+00:00,2022-11-16 08:44:02+00:00,,468,467
369,2022-11-16 08:48:41+00:00,2022-11-16 08:48:41+00:00,,470,469
369,2022-11-16 08:54:23+00:00,2022-11-16 08:54:23+00:00,,474,471
369,2022-11-16 08:54:23+00:00,2022-11-16 08:54:23+00:00,,474,472
369,2022-11-16 08:54:23+00:00,2022-11-16 08:54:23+00:00,,474,473
369,2022-11-16 11:17:25+00:00,2022-11-16 11:17:25+00:00,,478,475
369,2022-11-16 11:17:25+00:00,2022-11-16 11:17:25+00:00,,478,476
369,2022-11-16 11:17:25+00:00,2022-11-16 11:17:25+00:00,,478,477
369,2022-11-16 11:23:22+00:00,2022-11-16 11:23:22+00:00,,482,479
369,2022-11-16 11:23:22+00:00,2022-11-16 11:23:22+00:00,,482,480
369,2022-11-16 11:23:22+00:00,2022-11-16 11:23:22+00:00,,482,481
369,2022-11-16 12:15:37+00:00,2022-11-16 12:15:37+00:00,,486,483
369,2022-11-16 12:15:37+00:00,2022-11-16 12:15:37+00:00,,486,484
369,2022-11-16 12:15:37+00:00,2022-11-16 12:15:37+00:00,,486,485
369,2022-11-16 12:28:18+00:00,2022-11-16 12:28:18+00:00,,491,490
369,2022-11-16 12:53:49+00:00,2022-11-16 12:53:49+00:00,,497,495
369,2022-11-16 12:53:49+00:00,2022-11-16 12:53:49+00:00,,497,496
369,2022-11-16 12:59:38+00:00,2022-11-16 12:59:38+00:00,,500,498
369,2022-11-16 12:59:38+00:00,2022-11-16 12:59:38+00:00,,500,499
369,2022-11-16 13:07:09+00:00,2022-11-16 13:07:09+00:00,,503,501
369,2022-11-16 13:07:09+00:00,2022-11-16 13:07:09+00:00,,503,502
369,2022-11-16 13:14:27+00:00,2022-11-16 13:14:27+00:00,,506,504
369,2022-11-16 13:14:27+00:00,2022-11-16 13:14:27+00:00,,506,505
369,2022-11-16 13:24:47+00:00,2022-11-16 13:24:47+00:00,,509,507
369,2022-11-16 13:24:47+00:00,2022-11-16 13:24:47+00:00,,509,508
369,2022-11-16 13:30:58+00:00,2022-11-16 13:30:58+00:00,,512,510
369,2022-11-16 13:30:58+00:00,2022-11-16 13:30:58+00:00,,512,511
369,2022-11-16 14:07:04+00:00,2022-11-16 14:07:04+00:00,,515,514
369,2022-11-16 14:07:04+00:00,2022-11-16 14:07:04+00:00,,515,513
369,2022-11-16 14:14:14+00:00,2022-11-16 14:14:14+00:00,,518,516
369,2022-11-16 14:14:14+00:00,2022-11-16 14:14:14+00:00,,518,517
369,2022-11-16 14:19:20+00:00,2022-11-16 14:19:20+00:00,,521,519
369,2022-11-16 14:19:20+00:00,2022-11-16 14:19:20+00:00,,521,520
369,2022-11-16 14:28:36+00:00,2022-11-16 14:28:36+00:00,,524,522
369,2022-11-16 14:28:36+00:00,2022-11-16 14:28:36+00:00,,524,523
369,2022-11-16 14:34:41+00:00,2022-11-16 14:34:41+00:00,,527,525
369,2022-11-16 14:34:41+00:00,2022-11-16 14:34:41+00:00,,527,526
369,2022-11-16 14:43:56+00:00,2022-11-16 14:43:56+00:00,,530,528
369,2022-11-16 14:43:56+00:00,2022-11-16 14:43:56+00:00,,530,529
369,2022-11-16 14:50:19+00:00,2022-11-16 14:50:19+00:00,,533,531
369,2022-11-16 14:50:19+00:00,2022-11-16 14:50:19+00:00,,533,532
369,2022-11-16 14:56:53+00:00,2022-11-16 14:56:53+00:00,,536,535
369,2022-11-16 14:56:53+00:00,2022-11-16 14:56:53+00:00,,536,534
369,2022-11-16 15:07:23+00:00,2022-11-16 15:07:23+00:00,,540,537
369,2022-11-16 15:07:23+00:00,2022-11-16 15:07:23+00:00,,540,538
369,2022-11-16 15:07:23+00:00,2022-11-16 15:07:23+00:00,,540,539
369,2022-11-16 15:13:48+00:00,2022-11-16 15:13:48+00:00,,544,541
369,2022-11-16 15:13:48+00:00,2022-11-16 15:13:48+00:00,,544,542
369,2022-11-16 15:13:48+00:00,2022-11-16 15:13:48+00:00,,544,543
369,2022-11-16 15:22:29+00:00,2022-11-16 15:22:29+00:00,,548,545
369,2022-11-16 15:22:29+00:00,2022-11-16 15:22:29+00:00,,548,546
369,2022-11-16 15:22:29+00:00,2022-11-16 15:22:29+00:00,,548,547
369,2022-11-16 15:28:40+00:00,2022-11-16 15:28:40+00:00,,552,549
369,2022-11-16 15:28:40+00:00,2022-11-16 15:28:40+00:00,,552,550
369,2022-11-16 15:28:40+00:00,2022-11-16 15:28:40+00:00,,552,551
369,2022-11-16 15:37:44+00:00,2022-11-16 15:37:44+00:00,,556,555
369,2022-11-16 15:37:44+00:00,2022-11-16 15:37:44+00:00,,556,554
369,2022-11-16 15:37:44+00:00,2022-11-16 15:37:44+00:00,,556,553
369,2022-11-18 08:01:02+00:00,2022-11-18 08:01:02+00:00,,570,569
369,2022-11-18 08:35:42+00:00,2022-11-18 08:35:42+00:00,,574,573
369,2022-11-18 08:49:53+00:00,2022-11-18 08:49:53+00:00,,580,579
369,2022-11-18 09:05:07+00:00,2022-11-18 09:05:07+00:00,,588,585
369,2022-11-18 09:05:07+00:00,2022-11-18 09:05:07+00:00,,588,586
369,2022-11-18 09:05:07+00:00,2022-11-18 09:05:07+00:00,,588,587
369,2022-11-18 09:10:21+00:00,2022-11-18 09:10:21+00:00,,592,589
369,2022-11-18 09:10:21+00:00,2022-11-18 09:10:21+00:00,,592,590
369,2022-11-18 09:10:21+00:00,2022-11-18 09:10:21+00:00,,592,591
369,2022-11-18 09:14:51+00:00,2022-11-18 09:14:51+00:00,,596,593
369,2022-11-18 09:14:51+00:00,2022-11-18 09:14:51+00:00,,596,594
369,2022-11-18 09:14:51+00:00,2022-11-18 09:14:51+00:00,,596,595
369,2022-11-19 08:09:35+00:00,2022-11-19 08:09:35+00:00,,600,597
369,2022-11-19 08:09:35+00:00,2022-11-19 08:09:35+00:00,,600,598
369,2022-11-19 08:09:35+00:00,2022-11-19 08:09:35+00:00,,600,599
369,2022-11-19 08:39:06+00:00,2022-11-19 08:39:06+00:00,,612,609
369,2022-11-19 08:39:06+00:00,2022-11-19 08:39:06+00:00,,612,610
369,2022-11-19 08:39:06+00:00,2022-11-19 08:39:06+00:00,,612,611
369,2022-11-19 08:45:10+00:00,2022-11-19 08:45:10+00:00,,616,613
369,2022-11-19 08:45:10+00:00,2022-11-19 08:45:10+00:00,,616,614
369,2022-11-19 08:45:10+00:00,2022-11-19 08:45:10+00:00,,616,615
369,2022-11-19 08:50:43+00:00,2022-11-19 08:50:43+00:00,,620,617
